#Index            X            Y            Z         Mass
     3 -4.61756E-01 -3.14373E-01  0.00000E+00  1.00000E+00
     1  1.86896E-01 -1.70835E-01  0.00000E+00  1.00000E+00
     2  2.94490E-01  4.77252E-01  0.00000E+00  1.00000E+00
     3 -4.81386E-01 -3.06417E-01  0.00000E+00  1.00000E+00
     1  2.07622E-01 -2.26912E-01  0.00000E+00  1.00000E+00
     2  2.89098E-01  5.23745E-01  0.00000E+00  1.00000E+00
     3 -4.96720E-01 -2.96833E-01  0.00000E+00  1.00000E+00
     1  2.25486E-01 -2.80497E-01  0.00000E+00  1.00000E+00
     2  2.82531E-01  5.66528E-01  0.00000E+00  1.00000E+00
     3 -5.08017E-01 -2.86031E-01  0.00000E+00  1.00000E+00
     1  2.40531E-01 -3.31880E-01  0.00000E+00  1.00000E+00
     2  2.75005E-01  6.06213E-01  0.00000E+00  1.00000E+00
     3 -5.15535E-01 -2.74333E-01  0.00000E+00  1.00000E+00
     1  2.52869E-01 -3.81232E-01  0.00000E+00  1.00000E+00
