        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25         x26         y26         z26         x27         y27         z27         x28         y28         z28         x29         y29         z29         x30         y30         z30         x31         y31         z31         x32         y32         z32         x33         y33         z33         x34         y34         z34         x35         y35         z35         x36         y36         z36         x37         y37         z37         x38         y38         z38         x39         y39         z39         x40         y40         z40         x41         y41         z41         x42         y42         z42         x43         y43         z43         x44         y44         z44         x45         y45         z45         x46         y46         z46         x47         y47         z47         x48         y48         z48         x49         y49         z49         x50         y50         z50 
       22.43 -1.3329E+00  9.5029E-02  5.8570E-01 -1.3957E+00 -9.6595E-01  1.1051E+00 -7.5765E-01 -1.5135E+00  5.9412E-01 -3.1222E+00 -3.4382E+00 -1.6259E-01  1.5389E-01  2.6103E+00  1.0139E+00  9.8070E-01  1.1441E+00  1.1883E+00 -3.3984E+00 -2.3002E+00  1.4853E+00  1.0077E+00 -3.8158E+00 -5.9647E-01  1.8249E+00 -1.4455E+00  1.2539E+00 -1.5396E+00 -7.0955E-01  6.8145E-01 -2.3177E+00 -4.5539E-01 -2.0837E-01 -6.7645E-01  7.0801E-01 -3.8407E-01 -2.4028E+00 -1.5863E+00  2.3867E+00 -1.6307E+00 -7.2040E-01  3.5744E-01 -1.6381E+00 -6.6490E-01  4.2371E-01 -2.1957E+00 -1.9190E+00  7.6698E-01  1.8273E+00 -8.1348E+00  6.0325E+00 -4.5549E+00 -1.9609E+01  6.6181E+00 -2.2092E+00 -7.3152E-01  9.0988E-01 -2.4208E-01  4.6865E-01  9.1975E-01  1.5325E-01 -9.8474E-01  1.9750E+00 -9.2007E-01 -1.0986E+00  1.8638E+00 -3.8818E+00 -1.2570E+01  3.3118E+00 -4.4984E+00 -4.7391E-01 -4.3578E-01 -1.9486E+00 -5.4125E-01  3.8187E-01 -4.3041E+00  3.1663E+00 -3.8287E-01 -1.9629E+00 -1.3999E-01  1.1090E+00 -1.2033E+00 -5.3091E-01 -9.1642E-02  1.7134E+01  4.3541E+00  1.9111E+01 -4.8631E+00  4.2686E+00 -3.1074E+00 -1.8814E+00 -2.5920E-01  9.6874E-01 -2.3376E+00  1.2326E-01  1.6020E+00 -1.4934E+00  6.9673E-02  7.7115E-01  3.5525E+00 -9.5741E+00  2.9295E+00 -6.2220E+00 -3.2162E+00 -3.2047E+00 -1.2104E+00 -3.5031E-01  2.8387E+00 -3.4938E+00  1.0171E+00  9.4360E-01 -1.3596E+00  6.9747E-01  1.9037E+00 -3.1536E+00 -9.6168E-01  1.5785E+00 -2.9613E+00  2.5658E-01  1.0679E+00 -1.3916E+00 -1.5732E+00  8.2584E-01 -1.8928E+00 -2.3739E+00  1.3325E+00  2.8629E-02  2.9313E+00  2.8341E+00 -9.8612E-01 -1.0120E+00  1.6715E+00 -3.1736E+00  2.2987E+00 -1.1554E+00  6.3084E+00  4.5426E+00 -5.5728E+00 -1.9341E+00 -3.9240E-01  7.7549E-01 -5.3781E+00  1.1508E+01  6.6982E+00 -1.9028E+00  2.6500E+00  1.9773E-01 -1.5900E+00 -5.5536E-02  6.7249E-01
       22.54 -1.3613E+00  1.8218E-01  6.1506E-01 -1.4749E+00 -1.0138E+00  1.0549E+00 -8.0825E-01 -1.5414E+00  6.0352E-01 -3.1384E+00 -3.4821E+00 -1.9749E-01  1.8280E-01  2.6252E+00  1.0205E+00  9.5128E-01  1.1228E+00  1.1748E+00 -3.3933E+00 -2.2873E+00  1.5348E+00  9.9138E-01 -3.7926E+00 -5.8817E-01  1.8499E+00 -1.4553E+00  1.2532E+00 -1.5678E+00 -7.5279E-01  6.9509E-01 -2.2884E+00 -4.0376E-01 -2.1996E-01 -7.3001E-01  6.8820E-01 -3.3128E-01 -2.4151E+00 -1.6037E+00  2.3935E+00 -1.5181E+00 -6.3409E-01  4.1421E-01 -1.5885E+00 -6.5693E-01  4.5595E-01 -2.2146E+00 -1.8687E+00  7.5693E-01  1.8247E+00 -8.1572E+00  6.0526E+00 -4.5781E+00 -1.9696E+01  6.6464E+00 -2.2104E+00 -7.1499E-01  9.1166E-01 -2.0821E-01  4.4862E-01  9.4199E-01  1.4819E-01 -9.6549E-01  1.9523E+00 -9.3293E-01 -1.0941E+00  1.8407E+00 -3.9520E+00 -1.2870E+01  3.3690E+00 -4.5100E+00 -4.5009E-01 -4.6061E-01 -1.9040E+00 -4.9155E-01  3.9431E-01 -4.3108E+00  3.1872E+00 -3.7831E-01 -1.9735E+00 -1.3127E-01  1.0940E+00 -1.2439E+00 -5.3316E-01 -4.4652E-02  1.7224E+01  4.3801E+00  1.9210E+01 -4.8690E+00  4.2790E+00 -3.0980E+00 -1.8973E+00 -2.7686E-01  1.0412E+00 -2.3805E+00  1.1489E-01  1.5704E+00 -1.4759E+00  3.2972E-02  7.7350E-01  3.5501E+00 -9.6039E+00  2.9486E+00 -6.2250E+00 -3.2280E+00 -3.1945E+00 -1.2327E+00 -3.2657E-01  2.8215E+00 -3.4872E+00  9.5518E-01  9.4341E-01 -1.3664E+00  6.6165E-01  1.9093E+00 -3.1600E+00 -1.0061E+00  1.5516E+00 -2.9511E+00  2.3526E-01  1.0456E+00 -1.3715E+00 -1.6297E+00  8.7593E-01 -1.9275E+00 -2.3650E+00  1.3432E+00 -1.3346E-02  2.9275E+00  2.8438E+00 -9.3911E-01 -1.0504E+00  1.6091E+00 -3.2205E+00  2.3194E+00 -1.1602E+00  6.3353E+00  4.5520E+00 -5.5975E+00 -1.8511E+00 -3.8085E-01  7.9394E-01 -5.4059E+00  1.1550E+01  6.7268E+00 -1.9213E+00  2.7366E+00  1.6861E-01 -1.6677E+00  3.1831E-03  6.7389E-01
       22.65 -1.3965E+00  2.6092E-01  6.5026E-01 -1.5555E+00 -1.0589E+00  1.0014E+00 -8.6087E-01 -1.5679E+00  6.1350E-01 -3.1542E+00 -3.5254E+00 -2.3207E-01  2.1130E-01  2.6395E+00  1.0271E+00  9.2106E-01  1.1011E+00  1.1612E+00 -3.3871E+00 -2.2735E+00  1.5840E+00  9.7473E-01 -3.7691E+00 -5.7972E-01  1.8742E+00 -1.4651E+00  1.2525E+00 -1.5981E+00 -7.9111E-01  7.0274E-01 -2.2574E+00 -3.5241E-01 -2.2870E-01 -7.8450E-01  6.6736E-01 -2.7737E-01 -2.4269E+00 -1.6205E+00  2.3990E+00 -1.4454E+00 -5.5457E-01  5.0261E-01 -1.5324E+00 -6.4652E-01  4.8883E-01 -2.2324E+00 -1.8169E+00  7.4750E-01  1.8220E+00 -8.1795E+00  6.0725E+00 -4.6012E+00 -1.9783E+01  6.6747E+00 -2.2079E+00 -6.9676E-01  9.1198E-01 -1.7597E-01  4.2776E-01  9.6396E-01  1.4173E-01 -9.4606E-01  1.9289E+00 -9.4706E-01 -1.0888E+00  1.8144E+00 -4.0221E+00 -1.3170E+01  3.4261E+00 -4.5208E+00 -4.2626E-01 -4.8503E-01 -1.8542E+00 -4.4312E-01  4.1110E-01 -4.3172E+00  3.2077E+00 -3.7369E-01 -1.9800E+00 -1.2844E-01  1.0741E+00 -1.2868E+00 -5.3536E-01  6.1685E-03  1.7315E+01  4.4061E+00  1.9309E+01 -4.8748E+00  4.2892E+00 -3.0883E+00 -1.9123E+00 -2.9429E-01  1.1090E+00 -2.4224E+00  1.0534E-01  1.5368E+00 -1.4623E+00 -5.6458E-03  7.7047E-01  3.5476E+00 -9.6336E+00  2.9678E+00 -6.2279E+00 -3.2397E+00 -3.1842E+00 -1.2553E+00 -3.0307E-01  2.8029E+00 -3.4795E+00  8.9219E-01  9.4317E-01 -1.3736E+00  6.2455E-01  1.9135E+00 -3.1648E+00 -1.0503E+00  1.5241E+00 -2.9392E+00  2.1308E-01  1.0232E+00 -1.3518E+00 -1.6841E+00  9.2547E-01 -1.9623E+00 -2.3542E+00  1.3532E+00 -5.5532E-02  2.9233E+00  2.8531E+00 -8.9335E-01 -1.0896E+00  1.5511E+00 -3.2671E+00  2.3396E+00 -1.1646E+00  6.3622E+00  4.5613E+00 -5.6221E+00 -1.7658E+00 -3.7012E-01  8.1077E-01 -5.4337E+00  1.1593E+01  6.7554E+00 -1.9399E+00  2.8226E+00  1.3960E-01 -1.7355E+00  6.0580E-02  6.8034E-01
       22.76 -1.4356E+00  3.3113E-01  6.8816E-01 -1.6370E+00 -1.1003E+00  9.4422E-01 -9.1550E-01 -1.5927E+00  6.2414E-01 -3.1698E+00 -3.5679E+00 -2.6635E-01  2.3938E-01  2.6534E+00  1.0336E+00  8.9002E-01  1.0791E+00  1.1475E+00 -3.3799E+00 -2.2588E+00  1.6329E+00  9.5778E-01 -3.7452E+00 -5.7110E-01  1.8979E+00 -1.4747E+00  1.2518E+00 -1.6285E+00 -8.2340E-01  7.0578E-01 -2.2246E+00 -3.0141E-01 -2.3462E-01 -8.3997E-01  6.4541E-01 -2.2226E-01 -2.4384E+00 -1.6367E+00  2.4031E+00 -1.3954E+00 -4.9198E-01  5.9313E-01 -1.4760E+00 -6.3219E-01  5.2752E-01 -2.2492E+00 -1.7633E+00  7.3868E-01  1.8193E+00 -8.2018E+00  6.0925E+00 -4.6244E+00 -1.9869E+01  6.7029E+00 -2.2016E+00 -6.7699E-01  9.1105E-01 -1.4537E-01  4.0612E-01  9.8567E-01  1.3384E-01 -9.2647E-01  1.9047E+00 -9.6219E-01 -1.0830E+00  1.7851E+00 -4.0922E+00 -1.3470E+01  3.4832E+00 -4.5309E+00 -4.0241E-01 -5.0906E-01 -1.7998E+00 -3.9616E-01  4.3233E-01 -4.3233E+00  3.2278E+00 -3.6901E-01 -1.9826E+00 -1.3142E-01  1.0515E+00 -1.3321E+00 -5.3748E-01  6.1397E-02  1.7406E+01  4.4320E+00  1.9408E+01 -4.8805E+00  4.2992E+00 -3.0786E+00 -1.9265E+00 -3.1099E-01  1.1717E+00 -2.4632E+00  9.4587E-02  1.5010E+00 -1.4526E+00 -4.5006E-02  7.6472E-01  3.5451E+00 -9.6633E+00  2.9869E+00 -6.2307E+00 -3.2512E+00 -3.1737E+00 -1.2784E+00 -2.7982E-01  2.7827E+00 -3.4706E+00  8.2808E-01  9.4287E-01 -1.3814E+00  5.8615E-01  1.9163E+00 -3.1679E+00 -1.0941E+00  1.4958E+00 -2.9254E+00  1.9001E-01  1.0008E+00 -1.3323E+00 -1.7360E+00  9.7421E-01 -1.9972E+00 -2.3414E+00  1.3625E+00 -9.7927E-02  2.9187E+00  2.8623E+00 -8.5011E-01 -1.1282E+00  1.4963E+00 -3.3135E+00  2.3595E+00 -1.1686E+00  6.3889E+00  4.5706E+00 -5.6467E+00 -1.6790E+00 -3.6014E-01  8.2457E-01 -5.4615E+00  1.1636E+01  6.7840E+00 -1.9584E+00  2.9079E+00  1.1070E-01 -1.7965E+00  1.1319E-01  6.8896E-01
       22.87 -1.4768E+00  3.9444E-01  7.2685E-01 -1.7186E+00 -1.1368E+00  8.8366E-01 -9.7211E-01 -1.6158E+00  6.3557E-01 -3.1851E+00 -3.6099E+00 -3.0033E-01  2.6705E-01  2.6667E+00  1.0401E+00  8.5813E-01  1.0566E+00  1.1336E+00 -3.3716E+00 -2.2430E+00  1.6815E+00  9.4052E-01 -3.7211E+00 -5.6231E-01  1.9210E+00 -1.4841E+00  1.2509E+00 -1.6577E+00 -8.4993E-01  7.0638E-01 -2.1902E+00 -2.5083E-01 -2.3772E-01 -8.9647E-01  6.2225E-01 -1.6588E-01 -2.4494E+00 -1.6523E+00  2.4058E+00 -1.3570E+00 -4.3884E-01  6.8017E-01 -1.4232E+00 -6.1506E-01  5.7047E-01 -2.2649E+00 -1.7079E+00  7.3052E-01  1.8165E+00 -8.2240E+00  6.1123E+00 -4.6475E+00 -1.9956E+01  6.7312E+00 -2.1917E+00 -6.5588E-01  9.0908E-01 -1.1639E-01  3.8373E-01  1.0071E+00  1.2449E-01 -9.0671E-01  1.8798E+00 -9.7826E-01 -1.0768E+00  1.7532E+00 -4.1623E+00 -1.3770E+01  3.5403E+00 -4.5403E+00 -3.7856E-01 -5.3268E-01 -1.7413E+00 -3.5080E-01  4.5798E-01 -4.3291E+00  3.2475E+00 -3.6427E-01 -1.9818E+00 -1.3868E-01  1.0270E+00 -1.3798E+00 -5.3936E-01  1.2173E-01  1.7496E+01  4.4580E+00  1.9506E+01 -4.8861E+00  4.3091E+00 -3.0687E+00 -1.9397E+00 -3.2750E-01  1.2292E+00 -2.5030E+00  8.2619E-02  1.4630E+00 -1.4465E+00 -8.6540E-02  7.5741E-01  3.5425E+00 -9.6928E+00  3.0060E+00 -6.2333E+00 -3.2626E+00 -3.1630E+00 -1.3018E+00 -2.5681E-01  2.7610E+00 -3.4603E+00  7.6281E-01  9.4252E-01 -1.3897E+00  5.4645E-01  1.9175E+00 -3.1693E+00 -1.1375E+00  1.4670E+00 -2.9098E+00  1.6607E-01  9.7848E-01 -1.3128E+00 -1.7855E+00  1.0218E+00 -2.0320E+00 -2.3266E+00  1.3712E+00 -1.4053E-01  2.9138E+00  2.8711E+00 -8.0989E-01 -1.1658E+00  1.4433E+00 -3.3597E+00  2.3790E+00 -1.1722E+00  6.4157E+00  4.5799E+00 -5.6713E+00 -1.5909E+00 -3.5030E-01  8.3403E-01 -5.4893E+00  1.1678E+01  6.8126E+00 -1.9770E+00  2.9924E+00  8.1918E-02 -1.8530E+00  1.6088E-01  6.9857E-01
       22.98 -1.5196E+00  4.5219E-01  7.6557E-01 -1.7995E+00 -1.1679E+00  8.2042E-01 -1.0306E+00 -1.6372E+00  6.4791E-01 -3.2002E+00 -3.6512E+00 -3.3402E-01  2.9431E-01  2.6795E+00  1.0466E+00  8.2537E-01  1.0337E+00  1.1197E+00 -3.3621E+00 -2.2263E+00  1.7297E+00  9.2296E-01 -3.6966E+00 -5.5336E-01  1.9435E+00 -1.4934E+00  1.2500E+00 -1.6856E+00 -8.7159E-01  7.0607E-01 -2.1542E+00 -2.0075E-01 -2.3798E-01 -9.5407E-01  5.9778E-01 -1.0814E-01 -2.4600E+00 -1.6672E+00  2.4070E+00 -1.3279E+00 -3.8934E-01  7.6349E-01 -1.3751E+00 -5.9487E-01  6.1555E-01 -2.2793E+00 -1.6508E+00  7.2304E-01  1.8138E+00 -8.2461E+00  6.1322E+00 -4.6707E+00 -2.0043E+01  6.7594E+00 -2.1779E+00 -6.3365E-01  9.0619E-01 -8.9037E-02  3.6064E-01  1.0283E+00  1.1368E-01 -8.8679E-01  1.8541E+00 -9.9537E-01 -1.0701E+00  1.7190E+00 -4.2325E+00 -1.4069E+01  3.5974E+00 -4.5490E+00 -3.5471E-01 -5.5589E-01 -1.6789E+00 -3.0717E-01  4.8798E-01 -4.3346E+00  3.2669E+00 -3.5949E-01 -1.9781E+00 -1.4901E-01  1.0004E+00 -1.4299E+00 -5.4070E-01  1.8797E-01  1.7587E+01  4.4840E+00  1.9605E+01 -4.8915E+00  4.3188E+00 -3.0586E+00 -1.9520E+00 -3.4427E-01  1.2818E+00 -2.5415E+00  6.9441E-02  1.4228E+00 -1.4439E+00 -1.3233E-01  7.4879E-01  3.5399E+00 -9.7223E+00  3.0251E+00 -6.2357E+00 -3.2740E+00 -3.1522E+00 -1.3255E+00 -2.3406E-01  2.7377E+00 -3.4486E+00  6.9635E-01  9.4211E-01 -1.3985E+00  5.0542E-01  1.9172E+00 -3.1690E+00 -1.1806E+00  1.4375E+00 -2.8921E+00  1.4122E-01  9.5637E-01 -1.2936E+00 -1.8324E+00  1.0681E+00 -2.0667E+00 -2.3098E+00  1.3792E+00 -1.8333E-01  2.9084E+00  2.8796E+00 -7.7276E-01 -1.2021E+00  1.3909E+00 -3.4056E+00  2.3981E+00 -1.1754E+00  6.4423E+00  4.5891E+00 -5.6957E+00 -1.5013E+00 -3.3895E-01  8.3737E-01 -5.5171E+00  1.1721E+01  6.8411E+00 -1.9956E+00  3.0764E+00  5.3244E-02 -1.9061E+00  2.0413E-01  7.0883E-01
       23.09 -1.5638E+00  5.0521E-01  8.0399E-01 -1.8789E+00 -1.1934E+00  7.5564E-01 -1.0910E+00 -1.6568E+00  6.6125E-01 -3.2150E+00 -3.6919E+00 -3.6743E-01  3.2116E-01  2.6917E+00  1.0530E+00  7.9172E-01  1.0103E+00  1.1057E+00 -3.3516E+00 -2.2085E+00  1.7775E+00  9.0509E-01 -3.6717E+00 -5.4424E-01  1.9654E+00 -1.5025E+00  1.2491E+00 -1.7124E+00 -8.8912E-01  7.0558E-01 -2.1169E+00 -1.5125E-01 -2.3537E-01 -1.0128E+00  5.7185E-01 -4.8952E-02 -2.4703E+00 -1.6816E+00  2.4069E+00 -1.3108E+00 -3.3842E-01  8.4247E-01 -1.3323E+00 -5.7070E-01  6.6155E-01 -2.2924E+00 -1.5917E+00  7.1628E-01  1.8109E+00 -8.2682E+00  6.1519E+00 -4.6938E+00 -2.0129E+01  6.7877E+00 -2.1604E+00 -6.1051E-01  9.0245E-01 -6.3287E-02  3.3684E-01  1.0492E+00  1.0137E-01 -8.6672E-01  1.8277E+00 -1.0136E+00 -1.0631E+00  1.6825E+00 -4.3026E+00 -1.4369E+01  3.6545E+00 -4.5569E+00 -3.3086E-01 -5.7869E-01 -1.6122E+00 -2.6544E-01  5.2285E-01 -4.3397E+00  3.2858E+00 -3.5467E-01 -1.9717E+00 -1.6188E-01  9.7172E-01 -1.4819E+00 -5.4091E-01  2.6099E-01  1.7678E+01  4.5100E+00  1.9704E+01 -4.8969E+00  4.3283E+00 -3.0484E+00 -1.9636E+00 -3.6147E-01  1.3299E+00 -2.5787E+00  5.5109E-02  1.3802E+00 -1.4448E+00 -1.8528E-01  7.3906E-01  3.5372E+00 -9.7517E+00  3.0442E+00 -6.2380E+00 -3.2852E+00 -3.1412E+00 -1.3497E+00 -2.1156E-01  2.7127E+00 -3.4354E+00  6.2866E-01  9.4165E-01 -1.4078E+00  4.6308E-01  1.9152E+00 -3.1669E+00 -1.2232E+00  1.4076E+00 -2.8724E+00  1.1550E-01  9.3464E-01 -1.2747E+00 -1.8767E+00  1.1128E+00 -2.1012E+00 -2.2911E+00  1.3866E+00 -2.2633E-01  2.9027E+00  2.8879E+00 -7.3874E-01 -1.2371E+00  1.3386E+00 -3.4512E+00  2.4169E+00 -1.1782E+00  6.4689E+00  4.5983E+00 -5.7202E+00 -1.4094E+00 -3.2259E-01  8.3109E-01 -5.5448E+00  1.1763E+01  6.8696E+00 -2.0141E+00  3.1597E+00  2.4680E-02 -1.9562E+00  2.4341E-01  7.1968E-01
       23.20 -1.6089E+00  5.5395E-01  8.4196E-01 -1.9565E+00 -1.2139E+00  6.9060E-01 -1.1531E+00 -1.6744E+00  6.7566E-01 -3.2295E+00 -3.7320E+00 -4.0056E-01  3.4762E-01  2.7035E+00  1.0595E+00  7.5715E-01  9.8646E-01  1.0916E+00 -3.3398E+00 -2.1896E+00  1.8248E+00  8.8690E-01 -3.6466E+00 -5.3494E-01  1.9867E+00 -1.5116E+00  1.2481E+00 -1.7383E+00 -9.0289E-01  7.0522E-01 -2.0783E+00 -1.0240E-01 -2.2990E-01 -1.0728E+00  5.4433E-01  1.1789E-02 -2.4801E+00 -1.6954E+00  2.4053E+00 -1.3166E+00 -2.8414E-01  9.0652E-01 -1.2955E+00 -5.4110E-01  7.0791E-01 -2.3039E+00 -1.5307E+00  7.1026E-01  1.8081E+00 -8.2901E+00  6.1716E+00 -4.7169E+00 -2.0216E+01  6.8159E+00 -2.1391E+00 -5.8664E-01  8.9786E-01 -3.9149E-02  3.1237E-01  1.0699E+00  8.7549E-02 -8.4650E-01  1.8006E+00 -1.0331E+00 -1.0555E+00  1.6437E+00 -4.3726E+00 -1.4668E+01  3.7116E+00 -4.5641E+00 -3.0702E-01 -6.0107E-01 -1.5399E+00 -2.2636E-01  5.6501E-01 -4.3445E+00  3.3044E+00 -3.4981E-01 -1.9626E+00 -1.7724E-01  9.4075E-01 -1.5350E+00 -5.3913E-01  3.4152E-01  1.7768E+01  4.5359E+00  1.9802E+01 -4.9021E+00  4.3377E+00 -3.0381E+00 -1.9743E+00 -3.7913E-01  1.3737E+00 -2.6148E+00  3.9703E-02  1.3352E+00 -1.4475E+00 -2.4796E-01  7.2819E-01  3.5345E+00 -9.7810E+00  3.0634E+00 -6.2401E+00 -3.2963E+00 -3.1301E+00 -1.3742E+00 -1.8932E-01  2.6862E+00 -3.4205E+00  5.5973E-01  9.4112E-01 -1.4176E+00  4.1940E-01  1.9115E+00 -3.1631E+00 -1.2655E+00  1.3771E+00 -2.8504E+00  8.8912E-02  9.1350E-01 -1.2563E+00 -1.9182E+00  1.1558E+00 -2.1356E+00 -2.2704E+00  1.3935E+00 -2.6952E-01  2.8965E+00  2.8959E+00 -7.0777E-01 -1.2708E+00  1.2859E+00 -3.4966E+00  2.4353E+00 -1.1806E+00  6.4955E+00  4.6074E+00 -5.7446E+00 -1.3171E+00 -2.9771E-01  8.1329E-01 -5.5725E+00  1.1806E+01  6.8981E+00 -2.0327E+00  3.2424E+00 -3.7774E-03 -2.0038E+00  2.7916E-01  7.3112E-01
       23.31 -1.6548E+00  5.9873E-01  8.7936E-01 -2.0326E+00 -1.2308E+00  6.2651E-01 -1.2167E+00 -1.6900E+00  6.9113E-01 -3.2438E+00 -3.7716E+00 -4.3341E-01  3.7367E-01  2.7149E+00  1.0659E+00  7.2162E-01  9.6211E-01  1.0774E+00 -3.3269E+00 -2.1697E+00  1.8717E+00  8.6840E-01 -3.6211E+00 -5.2547E-01  2.0074E+00 -1.5204E+00  1.2470E+00 -1.7635E+00 -9.1295E-01  7.0509E-01 -2.0385E+00 -5.4312E-02 -2.2149E-01 -1.1341E+00  5.1505E-01  7.4203E-02 -2.4896E+00 -1.7087E+00  2.4023E+00 -1.3357E+00 -2.3324E-01  9.4313E-01 -1.2663E+00 -5.0396E-01  7.5401E-01 -2.3137E+00 -1.4674E+00  7.0497E-01  1.8052E+00 -8.3120E+00  6.1912E+00 -4.7401E+00 -2.0303E+01  6.8441E+00 -2.1140E+00 -5.6226E-01  8.9235E-01 -1.6637E-02  2.8723E-01  1.0903E+00  7.2178E-02 -8.2610E-01  1.7726E+00 -1.0539E+00 -1.0474E+00  1.6027E+00 -4.4427E+00 -1.4968E+01  3.7687E+00 -4.5707E+00 -2.8320E-01 -6.2305E-01 -1.4603E+00 -1.9554E-01  6.2172E-01 -4.3489E+00  3.3226E+00 -3.4493E-01 -1.9507E+00 -1.9538E-01  9.0767E-01 -1.5881E+00 -5.3463E-01  4.2988E-01  1.7859E+01  4.5619E+00  1.9901E+01 -4.9073E+00  4.3469E+00 -3.0276E+00 -1.9843E+00 -3.9725E-01  1.4132E+00 -2.6496E+00  2.3292E-02  1.2875E+00 -1.4509E+00 -3.1536E-01  7.1125E-01  3.5317E+00 -9.8103E+00  3.0825E+00 -6.2421E+00 -3.3073E+00 -3.1188E+00 -1.3990E+00 -1.6736E-01  2.6578E+00 -3.4037E+00  4.8953E-01  9.4052E-01 -1.4281E+00  3.7437E-01  1.9060E+00 -3.1575E+00 -1.3072E+00  1.3461E+00 -2.8260E+00  6.1447E-02  8.9320E-01 -1.2387E+00 -1.9570E+00  1.1971E+00 -2.1696E+00 -2.2477E+00  1.3998E+00 -3.1291E-01  2.8900E+00  2.9035E+00 -6.7982E-01 -1.3032E+00  1.2328E+00 -3.5418E+00  2.4533E+00 -1.1827E+00  6.5220E+00  4.6166E+00 -5.7690E+00 -1.2405E+00 -2.7102E-01  7.8954E-01 -5.6003E+00  1.1848E+01  6.9265E+00 -2.0513E+00  3.3245E+00 -3.2128E-02 -2.0493E+00  3.1170E-01  7.4320E-01
       23.42 -1.7014E+00  6.3980E-01  9.1614E-01 -2.1084E+00 -1.2456E+00  5.6470E-01 -1.2817E+00 -1.7034E+00  7.0764E-01 -3.2579E+00 -3.8106E+00 -4.6600E-01  3.9932E-01  2.7257E+00  1.0724E+00  6.8512E-01  9.3723E-01  1.0631E+00 -3.3126E+00 -2.1487E+00  1.9181E+00  8.4957E-01 -3.5952E+00 -5.1582E-01  2.0275E+00 -1.5291E+00  1.2459E+00 -1.7880E+00 -9.1903E-01  7.0526E-01 -1.9978E+00 -7.0480E-03 -2.1014E-01 -1.1966E+00  4.8380E-01  1.3842E-01 -2.4987E+00 -1.7213E+00  2.3978E+00 -1.3586E+00 -1.8887E-01  9.6325E-01 -1.2469E+00 -4.5749E-01  7.9788E-01 -2.3215E+00 -1.4018E+00  7.0036E-01  1.8022E+00 -8.3338E+00  6.2108E+00 -4.7632E+00 -2.0389E+01  6.8723E+00 -2.0849E+00 -5.3757E-01  8.8575E-01  4.2367E-03  2.6144E-01  1.1105E+00  5.5225E-02 -8.0554E-01  1.7439E+00 -1.0762E+00 -1.0385E+00  1.5594E+00 -4.5128E+00 -1.5268E+01  3.8257E+00 -4.5765E+00 -2.5941E-01 -6.4460E-01 -1.3787E+00 -1.8593E-01  6.9323E-01 -4.3531E+00  3.3404E+00 -3.4001E-01 -1.9361E+00 -2.1699E-01  8.7271E-01 -1.6393E+00 -5.2699E-01  5.2630E-01  1.7949E+01  4.5878E+00  2.0000E+01 -4.9123E+00  4.3560E+00 -3.0169E+00 -1.9935E+00 -4.1577E-01  1.4486E+00 -2.6831E+00  5.9569E-03  1.2367E+00 -1.4517E+00 -3.7651E-01  6.8700E-01  3.5289E+00 -9.8394E+00  3.1016E+00 -6.2439E+00 -3.3182E+00 -3.1074E+00 -1.4242E+00 -1.4567E-01  2.6277E+00 -3.3850E+00  4.1805E-01  9.3987E-01 -1.4390E+00  3.2797E-01  1.8987E+00 -3.1500E+00 -1.3485E+00  1.3147E+00 -2.7992E+00  3.3090E-02  8.7414E-01 -1.2221E+00 -1.9930E+00  1.2368E+00 -2.2034E+00 -2.2230E+00  1.4057E+00 -3.5648E-01  2.8831E+00  2.9109E+00 -6.5485E-01 -1.3343E+00  1.1792E+00 -3.5867E+00  2.4711E+00 -1.1845E+00  6.5484E+00  4.6257E+00 -5.7933E+00 -1.1822E+00 -2.5168E-01  7.6050E-01 -5.6280E+00  1.1891E+01  6.9550E+00 -2.0700E+00  3.4060E+00 -6.0373E-02 -2.0929E+00  3.4128E-01  7.5592E-01
