        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3          x4          y4          z4          x5          y5          z5          x6          y6          z6          x7          y7          z7          x8          y8          z8          x9          y9          z9         x10         y10         z10         x11         y11         z11         x12         y12         z12         x13         y13         z13         x14         y14         z14         x15         y15         z15         x16         y16         z16         x17         y17         z17         x18         y18         z18         x19         y19         z19         x20         y20         z20         x21         y21         z21         x22         y22         z22         x23         y23         z23         x24         y24         z24         x25         y25         z25 
        8.44  2.4570E+00 -1.0323E+00  7.2018E-01  1.1775E+00 -9.2157E-01 -4.0372E-01 -1.6967E+00  4.8981E-01  2.2962E+00 -8.9360E-01  1.0063E+00  2.3546E+00  1.0650E+00 -1.1670E-01  4.8609E-01 -2.1949E+00  4.4040E-01  2.2496E+00 -2.0598E+00  9.7057E-01  2.7752E+00 -2.0647E+00 -1.8362E-01  2.1817E+00 -1.9168E+00  1.6699E+00 -2.0063E+00 -1.3523E+00 -2.1317E+00  6.8384E-01 -1.8691E+00  7.2343E-02  9.1744E-01 -5.6327E-01 -2.6587E+00  1.7759E+00 -2.5418E+00  1.1890E+00 -6.2658E-01 -1.7280E+00 -2.4853E+00  1.9712E+00 -1.5301E+00  2.4359E+00 -1.6376E+00  2.7923E+00  1.8952E+00 -9.8232E-01 -1.3891E+00  2.9732E-02  1.6455E+00  4.0485E-01 -1.7486E+00  1.6509E+00 -1.8794E+00  7.0975E-01  7.5059E-01 -1.7904E+00  1.1477E+00 -2.2085E+00 -1.8001E+00 -2.4603E+00  1.9072E+00 -1.7751E+00  6.2277E-01  1.2765E+00  5.8499E-01  9.2059E-01 -1.6025E+00  3.4140E-01  7.9172E-01 -1.5236E+00  2.4433E-01  1.1718E+00 -1.9848E+00
        8.45  2.4556E+00 -1.0325E+00  7.2111E-01  1.1755E+00 -9.2365E-01 -4.0183E-01 -1.6987E+00  4.8950E-01  2.2939E+00 -8.9194E-01  1.0035E+00  2.3527E+00  1.0661E+00 -1.1503E-01  4.8872E-01 -2.1979E+00  4.4030E-01  2.2527E+00 -2.0622E+00  9.6960E-01  2.7803E+00 -2.0625E+00 -1.8442E-01  2.1853E+00 -1.9142E+00  1.6725E+00 -2.0069E+00 -1.3535E+00 -2.1319E+00  6.8724E-01 -1.8710E+00  7.0036E-02  9.2227E-01 -5.6330E-01 -2.6613E+00  1.7815E+00 -2.5438E+00  1.1925E+00 -6.2437E-01 -1.7278E+00 -2.4830E+00  1.9742E+00 -1.5300E+00  2.4390E+00 -1.6375E+00  2.7947E+00  1.8956E+00 -9.8209E-01 -1.3957E+00  2.7517E-02  1.6453E+00  4.0384E-01 -1.7477E+00  1.6522E+00 -1.8880E+00  7.0921E-01  7.5339E-01 -1.7927E+00  1.1497E+00 -2.2096E+00 -1.7989E+00 -2.4645E+00  1.9072E+00 -1.7739E+00  6.2296E-01  1.2755E+00  5.8554E-01  9.2335E-01 -1.5980E+00  3.3899E-01  7.9248E-01 -1.5250E+00  2.4426E-01  1.1777E+00 -1.9845E+00
        8.46  2.4542E+00 -1.0327E+00  7.2204E-01  1.1736E+00 -9.2572E-01 -3.9994E-01 -1.7007E+00  4.8919E-01  2.2916E+00 -8.9030E-01  1.0007E+00  2.3508E+00  1.0673E+00 -1.1335E-01  4.9135E-01 -2.2009E+00  4.4018E-01  2.2558E+00 -2.0647E+00  9.6861E-01  2.7854E+00 -2.0603E+00 -1.8519E-01  2.1889E+00 -1.9114E+00  1.6750E+00 -2.0075E+00 -1.3546E+00 -2.1322E+00  6.9065E-01 -1.8730E+00  6.7748E-02  9.2711E-01 -5.6333E-01 -2.6639E+00  1.7871E+00 -2.5458E+00  1.1960E+00 -6.2216E-01 -1.7281E+00 -2.4805E+00  1.9768E+00 -1.5300E+00  2.4421E+00 -1.6373E+00  2.7971E+00  1.8961E+00 -9.8186E-01 -1.4024E+00  2.5319E-02  1.6451E+00  4.0282E-01 -1.7469E+00  1.6535E+00 -1.8965E+00  7.0864E-01  7.5622E-01 -1.7949E+00  1.1517E+00 -2.2108E+00 -1.7974E+00 -2.4688E+00  1.9074E+00 -1.7727E+00  6.2314E-01  1.2745E+00  5.8601E-01  9.2607E-01 -1.5935E+00  3.3661E-01  7.9325E-01 -1.5263E+00  2.4421E-01  1.1836E+00 -1.9842E+00
        8.47  2.4527E+00 -1.0329E+00  7.2297E-01  1.1717E+00 -9.2779E-01 -3.9804E-01 -1.7027E+00  4.8888E-01  2.2893E+00 -8.8867E-01  9.9797E-01  2.3489E+00  1.0683E+00 -1.1168E-01  4.9398E-01 -2.2039E+00  4.4007E-01  2.2589E+00 -2.0672E+00  9.6760E-01  2.7905E+00 -2.0581E+00 -1.8593E-01  2.1925E+00 -1.9087E+00  1.6775E+00 -2.0080E+00 -1.3558E+00 -2.1324E+00  6.9407E-01 -1.8749E+00  6.5479E-02  9.3196E-01 -5.6337E-01 -2.6666E+00  1.7927E+00 -2.5477E+00  1.1994E+00 -6.1994E-01 -1.7289E+00 -2.4780E+00  1.9788E+00 -1.5299E+00  2.4452E+00 -1.6372E+00  2.7996E+00  1.8965E+00 -9.8162E-01 -1.4090E+00  2.3136E-02  1.6449E+00  4.0179E-01 -1.7461E+00  1.6548E+00 -1.9050E+00  7.0805E-01  7.5909E-01 -1.7971E+00  1.1537E+00 -2.2119E+00 -1.7956E+00 -2.4731E+00  1.9079E+00 -1.7715E+00  6.2329E-01  1.2736E+00  5.8641E-01  9.2876E-01 -1.5889E+00  3.3425E-01  7.9404E-01 -1.5277E+00  2.4415E-01  1.1894E+00 -1.9838E+00
        8.48  2.4513E+00 -1.0331E+00  7.2389E-01  1.1698E+00 -9.2985E-01 -3.9613E-01 -1.7047E+00  4.8856E-01  2.2870E+00 -8.8705E-01  9.9519E-01  2.3469E+00  1.0694E+00 -1.1001E-01  4.9660E-01 -2.2068E+00  4.3996E-01  2.2620E+00 -2.0696E+00  9.6657E-01  2.7955E+00 -2.0558E+00 -1.8665E-01  2.1961E+00 -1.9060E+00  1.6801E+00 -2.0086E+00 -1.3569E+00 -2.1327E+00  6.9750E-01 -1.8769E+00  6.3227E-02  9.3683E-01 -5.6342E-01 -2.6692E+00  1.7983E+00 -2.5497E+00  1.2029E+00 -6.1772E-01 -1.7301E+00 -2.4755E+00  1.9803E+00 -1.5299E+00  2.4483E+00 -1.6371E+00  2.8020E+00  1.8970E+00 -9.8139E-01 -1.4157E+00  2.0970E-02  1.6447E+00  4.0076E-01 -1.7452E+00  1.6561E+00 -1.9135E+00  7.0743E-01  7.6200E-01 -1.7994E+00  1.1557E+00 -2.2131E+00 -1.7936E+00 -2.4774E+00  1.9088E+00 -1.7703E+00  6.2342E-01  1.2726E+00  5.8673E-01  9.3141E-01 -1.5844E+00  3.3191E-01  7.9484E-01 -1.5291E+00  2.4410E-01  1.1952E+00 -1.9835E+00
        8.49  2.4498E+00 -1.0333E+00  7.2482E-01  1.1678E+00 -9.3191E-01 -3.9422E-01 -1.7067E+00  4.8824E-01  2.2846E+00 -8.8545E-01  9.9239E-01  2.3450E+00  1.0705E+00 -1.0835E-01  4.9923E-01 -2.2097E+00  4.3984E-01  2.2651E+00 -2.0721E+00  9.6553E-01  2.8005E+00 -2.0536E+00 -1.8734E-01  2.1997E+00 -1.9033E+00  1.6826E+00 -2.0091E+00 -1.3580E+00 -2.1329E+00  7.0094E-01 -1.8788E+00  6.0994E-02  9.4172E-01 -5.6347E-01 -2.6717E+00  1.8038E+00 -2.5517E+00  1.2064E+00 -6.1549E-01 -1.7318E+00 -2.4729E+00  1.9813E+00 -1.5298E+00  2.4514E+00 -1.6369E+00  2.8044E+00  1.8974E+00 -9.8115E-01 -1.4225E+00  1.8821E-02  1.6445E+00  3.9972E-01 -1.7444E+00  1.6574E+00 -1.9220E+00  7.0679E-01  7.6494E-01 -1.8016E+00  1.1577E+00 -2.2142E+00 -1.7912E+00 -2.4817E+00  1.9099E+00 -1.7691E+00  6.2354E-01  1.2716E+00  5.8698E-01  9.3402E-01 -1.5798E+00  3.2960E-01  7.9566E-01 -1.5305E+00  2.4406E-01  1.2010E+00 -1.9831E+00
        8.50  2.4483E+00 -1.0335E+00  7.2575E-01  1.1659E+00 -9.3396E-01 -3.9230E-01 -1.7088E+00  4.8791E-01  2.2823E+00 -8.8386E-01  9.8958E-01  2.3430E+00  1.0716E+00 -1.0668E-01  5.0186E-01 -2.2125E+00  4.3973E-01  2.2682E+00 -2.0745E+00  9.6446E-01  2.8056E+00 -2.0514E+00 -1.8801E-01  2.2032E+00 -1.9006E+00  1.6851E+00 -2.0097E+00 -1.3592E+00 -2.1331E+00  7.0438E-01 -1.8807E+00  5.8780E-02  9.4662E-01 -5.6353E-01 -2.6743E+00  1.8094E+00 -2.5537E+00  1.2099E+00 -6.1326E-01 -1.7340E+00 -2.4705E+00  1.9817E+00 -1.5298E+00  2.4545E+00 -1.6368E+00  2.8068E+00  1.8979E+00 -9.8092E-01 -1.4292E+00  1.6688E-02  1.6443E+00  3.9867E-01 -1.7436E+00  1.6587E+00 -1.9304E+00  7.0612E-01  7.6791E-01 -1.8038E+00  1.1597E+00 -2.2153E+00 -1.7885E+00 -2.4860E+00  1.9114E+00 -1.7679E+00  6.2363E-01  1.2706E+00  5.8716E-01  9.3660E-01 -1.5752E+00  3.2730E-01  7.9649E-01 -1.5319E+00  2.4402E-01  1.2068E+00 -1.9827E+00
        8.51  2.4469E+00 -1.0337E+00  7.2667E-01  1.1640E+00 -9.3601E-01 -3.9037E-01 -1.7108E+00  4.8759E-01  2.2799E+00 -8.8229E-01  9.8676E-01  2.3410E+00  1.0727E+00 -1.0501E-01  5.0449E-01 -2.2153E+00  4.3961E-01  2.2712E+00 -2.0770E+00  9.6338E-01  2.8105E+00 -2.0491E+00 -1.8865E-01  2.2068E+00 -1.8979E+00  1.6876E+00 -2.0102E+00 -1.3603E+00 -2.1334E+00  7.0784E-01 -1.8826E+00  5.6584E-02  9.5154E-01 -5.6359E-01 -2.6769E+00  1.8150E+00 -2.5556E+00  1.2134E+00 -6.1102E-01 -1.7367E+00 -2.4681E+00  1.9814E+00 -1.5297E+00  2.4576E+00 -1.6366E+00  2.8092E+00  1.8983E+00 -9.8068E-01 -1.4359E+00  1.4571E-02  1.6441E+00  3.9762E-01 -1.7427E+00  1.6600E+00 -1.9389E+00  7.0543E-01  7.7092E-01 -1.8060E+00  1.1617E+00 -2.2164E+00 -1.7856E+00 -2.4901E+00  1.9132E+00 -1.7667E+00  6.2371E-01  1.2696E+00  5.8727E-01  9.3915E-01 -1.5706E+00  3.2503E-01  7.9734E-01 -1.5333E+00  2.4398E-01  1.2126E+00 -1.9822E+00
        8.52  2.4454E+00 -1.0339E+00  7.2760E-01  1.1620E+00 -9.3806E-01 -3.8844E-01 -1.7129E+00  4.8725E-01  2.2775E+00 -8.8073E-01  9.8394E-01  2.3391E+00  1.0738E+00 -1.0335E-01  5.0712E-01 -2.2180E+00  4.3949E-01  2.2743E+00 -2.0794E+00  9.6228E-01  2.8155E+00 -2.0469E+00 -1.8927E-01  2.2103E+00 -1.8951E+00  1.6901E+00 -2.0108E+00 -1.3614E+00 -2.1336E+00  7.1130E-01 -1.8845E+00  5.4407E-02  9.5647E-01 -5.6366E-01 -2.6795E+00  1.8206E+00 -2.5576E+00  1.2168E+00 -6.0878E-01 -1.7399E+00 -2.4660E+00  1.9804E+00 -1.5297E+00  2.4607E+00 -1.6365E+00  2.8116E+00  1.8988E+00 -9.8044E-01 -1.4427E+00  1.2472E-02  1.6439E+00  3.9656E-01 -1.7419E+00  1.6613E+00 -1.9473E+00  7.0471E-01  7.7397E-01 -1.8083E+00  1.1637E+00 -2.2175E+00 -1.7823E+00 -2.4941E+00  1.9155E+00 -1.7655E+00  6.2376E-01  1.2686E+00  5.8731E-01  9.4165E-01 -1.5660E+00  3.2277E-01  7.9820E-01 -1.5347E+00  2.4395E-01  1.2184E+00 -1.9818E+00
        8.53  2.4439E+00 -1.0340E+00  7.2852E-01  1.1601E+00 -9.4010E-01 -3.8650E-01 -1.7150E+00  4.8692E-01  2.2751E+00 -8.7919E-01  9.8110E-01  2.3371E+00  1.0748E+00 -1.0169E-01  5.0975E-01 -2.2207E+00  4.3937E-01  2.2773E+00 -2.0818E+00  9.6117E-01  2.8205E+00 -2.0446E+00 -1.8986E-01  2.2139E+00 -1.8924E+00  1.6925E+00 -2.0113E+00 -1.3625E+00 -2.1338E+00  7.1477E-01 -1.8865E+00  5.2249E-02  9.6142E-01 -5.6373E-01 -2.6820E+00  1.8262E+00 -2.5595E+00  1.2203E+00 -6.0654E-01 -1.7436E+00 -2.4642E+00  1.9787E+00 -1.5296E+00  2.4638E+00 -1.6363E+00  2.8140E+00  1.8992E+00 -9.8020E-01 -1.4495E+00  1.0390E-02  1.6437E+00  3.9549E-01 -1.7410E+00  1.6626E+00 -1.9558E+00  7.0397E-01  7.7705E-01 -1.8105E+00  1.1657E+00 -2.2186E+00 -1.7787E+00 -2.4980E+00  1.9182E+00 -1.7643E+00  6.2380E-01  1.2676E+00  5.8728E-01  9.4413E-01 -1.5613E+00  3.2054E-01  7.9907E-01 -1.5361E+00  2.4393E-01  1.2241E+00 -1.9813E+00
        8.54  2.4424E+00 -1.0342E+00  7.2945E-01  1.1581E+00 -9.4213E-01 -3.8456E-01 -1.7171E+00  4.8658E-01  2.2727E+00 -8.7766E-01  9.7825E-01  2.3351E+00  1.0759E+00 -1.0003E-01  5.1238E-01 -2.2234E+00  4.3924E-01  2.2804E+00 -2.0842E+00  9.6004E-01  2.8254E+00 -2.0423E+00 -1.9042E-01  2.2174E+00 -1.8896E+00  1.6950E+00 -2.0118E+00 -1.3637E+00 -2.1340E+00  7.1825E-01 -1.8884E+00  5.0109E-02  9.6638E-01 -5.6381E-01 -2.6846E+00  1.8318E+00 -2.5615E+00  1.2238E+00 -6.0429E-01 -1.7477E+00 -2.4629E+00  1.9760E+00 -1.5296E+00  2.4668E+00 -1.6362E+00  2.8163E+00  1.8997E+00 -9.7996E-01 -1.4563E+00  8.3252E-03  1.6435E+00  3.9442E-01 -1.7402E+00  1.6639E+00 -1.9642E+00  7.0320E-01  7.8017E-01 -1.8127E+00  1.1677E+00 -2.2197E+00 -1.7748E+00 -2.5015E+00  1.9214E+00 -1.7631E+00  6.2381E-01  1.2666E+00  5.8718E-01  9.4656E-01 -1.5567E+00  3.1833E-01  7.9996E-01 -1.5375E+00  2.4390E-01  1.2298E+00 -1.9808E+00
        8.55  2.4409E+00 -1.0344E+00  7.3038E-01  1.1562E+00 -9.4417E-01 -3.8261E-01 -1.7192E+00  4.8623E-01  2.2703E+00 -8.7614E-01  9.7539E-01  2.3331E+00  1.0770E+00 -9.8374E-02  5.1501E-01 -2.2260E+00  4.3912E-01  2.2834E+00 -2.0866E+00  9.5889E-01  2.8303E+00 -2.0400E+00 -1.9096E-01  2.2209E+00 -1.8869E+00  1.6975E+00 -2.0124E+00 -1.3648E+00 -2.1343E+00  7.2174E-01 -1.8903E+00  4.7989E-02  9.7136E-01 -5.6390E-01 -2.6871E+00  1.8373E+00 -2.5634E+00  1.2272E+00 -6.0204E-01 -1.7524E+00 -2.4623E+00  1.9724E+00 -1.5295E+00  2.4699E+00 -1.6360E+00  2.8187E+00  1.9001E+00 -9.7972E-01 -1.4631E+00  6.2778E-03  1.6433E+00  3.9334E-01 -1.7394E+00  1.6652E+00 -1.9726E+00  7.0241E-01  7.8332E-01 -1.8149E+00  1.1697E+00 -2.2208E+00 -1.7707E+00 -2.5046E+00  1.9252E+00 -1.7619E+00  6.2380E-01  1.2656E+00  5.8702E-01  9.4897E-01 -1.5521E+00  3.1614E-01  8.0086E-01 -1.5389E+00  2.4388E-01  1.2356E+00 -1.9803E+00
        8.56  2.4394E+00 -1.0346E+00  7.3130E-01  1.1542E+00 -9.4619E-01 -3.8066E-01 -1.7213E+00  4.8588E-01  2.2679E+00 -8.7464E-01  9.7251E-01  2.3311E+00  1.0780E+00 -9.6718E-02  5.1764E-01 -2.2285E+00  4.3899E-01  2.2864E+00 -2.0889E+00  9.5772E-01  2.8352E+00 -2.0377E+00 -1.9147E-01  2.2244E+00 -1.8841E+00  1.6999E+00 -2.0129E+00 -1.3659E+00 -2.1345E+00  7.2524E-01 -1.8921E+00  4.5887E-02  9.7635E-01 -5.6399E-01 -2.6896E+00  1.8429E+00 -2.5654E+00  1.2307E+00 -5.9978E-01 -1.7575E+00 -2.4627E+00  1.9677E+00 -1.5295E+00  2.4729E+00 -1.6359E+00  2.8211E+00  1.9005E+00 -9.7948E-01 -1.4700E+00  4.2481E-03  1.6431E+00  3.9226E-01 -1.7385E+00  1.6664E+00 -1.9810E+00  7.0159E-01  7.8651E-01 -1.8171E+00  1.1717E+00 -2.2219E+00 -1.7662E+00 -2.5071E+00  1.9297E+00 -1.7607E+00  6.2377E-01  1.2646E+00  5.8678E-01  9.5134E-01 -1.5474E+00  3.1396E-01  8.0177E-01 -1.5403E+00  2.4387E-01  1.2412E+00 -1.9797E+00
        8.57  2.4379E+00 -1.0348E+00  7.3223E-01  1.1523E+00 -9.4822E-01 -3.7870E-01 -1.7235E+00  4.8553E-01  2.2654E+00 -8.7315E-01  9.6963E-01  2.3291E+00  1.0791E+00 -9.5064E-02  5.2028E-01 -2.2311E+00  4.3886E-01  2.2894E+00 -2.0913E+00  9.5654E-01  2.8400E+00 -2.0354E+00 -1.9195E-01  2.2279E+00 -1.8814E+00  1.7023E+00 -2.0135E+00 -1.3670E+00 -2.1347E+00  7.2875E-01 -1.8940E+00  4.3805E-02  9.8136E-01 -5.6409E-01 -2.6922E+00  1.8485E+00 -2.5673E+00  1.2341E+00 -5.9752E-01 -1.7628E+00 -2.4646E+00  1.9617E+00 -1.5294E+00  2.4760E+00 -1.6357E+00  2.8235E+00  1.9010E+00 -9.7924E-01 -1.4768E+00  2.2362E-03  1.6429E+00  3.9117E-01 -1.7376E+00  1.6677E+00 -1.9893E+00  7.0075E-01  7.8973E-01 -1.8193E+00  1.1738E+00 -2.2230E+00 -1.7616E+00 -2.5087E+00  1.9349E+00 -1.7595E+00  6.2373E-01  1.2636E+00  5.8648E-01  9.5367E-01 -1.5428E+00  3.1181E-01  8.0270E-01 -1.5418E+00  2.4385E-01  1.2469E+00 -1.9792E+00
        8.58  2.4364E+00 -1.0350E+00  7.3315E-01  1.1503E+00 -9.5024E-01 -3.7673E-01 -1.7256E+00  4.8517E-01  2.2630E+00 -8.7168E-01  9.6674E-01  2.3271E+00  1.0801E+00 -9.3412E-02  5.2291E-01 -2.2335E+00  4.3873E-01  2.2924E+00 -2.0937E+00  9.5534E-01  2.8449E+00 -2.0331E+00 -1.9241E-01  2.2314E+00 -1.8786E+00  1.7047E+00 -2.0140E+00 -1.3682E+00 -2.1349E+00  7.3227E-01 -1.8959E+00  4.1741E-02  9.8638E-01 -5.6419E-01 -2.6947E+00  1.8541E+00 -2.5692E+00  1.2376E+00 -5.9526E-01 -1.7680E+00 -2.4686E+00  1.9545E+00 -1.5293E+00  2.4790E+00 -1.6356E+00  2.8259E+00  1.9014E+00 -9.7899E-01 -1.4837E+00  2.4222E-04  1.6426E+00  3.9007E-01 -1.7368E+00  1.6690E+00 -1.9977E+00  6.9988E-01  7.9299E-01 -1.8215E+00  1.1758E+00 -2.2241E+00 -1.7571E+00 -2.5091E+00  1.9408E+00 -1.7584E+00  6.2366E-01  1.2626E+00  5.8612E-01  9.5597E-01 -1.5381E+00  3.0968E-01  8.0364E-01 -1.5432E+00  2.4384E-01  1.2526E+00 -1.9786E+00
        8.59  2.4349E+00 -1.0351E+00  7.3408E-01  1.1484E+00 -9.5225E-01 -3.7476E-01 -1.7278E+00  4.8481E-01  2.2605E+00 -8.7022E-01  9.6384E-01  2.3250E+00  1.0812E+00 -9.1762E-02  5.2554E-01 -2.2360E+00  4.3860E-01  2.2954E+00 -2.0960E+00  9.5413E-01  2.8497E+00 -2.0308E+00 -1.9285E-01  2.2349E+00 -1.8758E+00  1.7072E+00 -2.0146E+00 -1.3693E+00 -2.1351E+00  7.3579E-01 -1.8978E+00  3.9697E-02  9.9142E-01 -5.6430E-01 -2.6972E+00  1.8596E+00 -2.5712E+00  1.2410E+00 -5.9299E-01 -1.7723E+00 -2.4758E+00  1.9462E+00 -1.5293E+00  2.4821E+00 -1.6354E+00  2.8282E+00  1.9018E+00 -9.7874E-01 -1.4906E+00 -1.7336E-03  1.6424E+00  3.8897E-01 -1.7359E+00  1.6703E+00 -2.0060E+00  6.9900E-01  7.9628E-01 -1.8237E+00  1.1778E+00 -2.2251E+00 -1.7531E+00 -2.5076E+00  1.9473E+00 -1.7572E+00  6.2357E-01  1.2616E+00  5.8569E-01  9.5824E-01 -1.5335E+00  3.0756E-01  8.0459E-01 -1.5446E+00  2.4384E-01  1.2582E+00 -1.9780E+00
        8.61  2.4333E+00 -1.0353E+00  7.3501E-01  1.1464E+00 -9.5426E-01 -3.7279E-01 -1.7300E+00  4.8444E-01  2.2580E+00 -8.6877E-01  9.6092E-01  2.3230E+00  1.0822E+00 -9.0113E-02  5.2818E-01 -2.2384E+00  4.3846E-01  2.2984E+00 -2.0984E+00  9.5290E-01  2.8545E+00 -2.0284E+00 -1.9325E-01  2.2384E+00 -1.8731E+00  1.7095E+00 -2.0151E+00 -1.3704E+00 -2.1353E+00  7.3933E-01 -1.8996E+00  3.7672E-02  9.9647E-01 -5.6442E-01 -2.6997E+00  1.8652E+00 -2.5731E+00  1.2445E+00 -5.9071E-01 -1.7741E+00 -2.4869E+00  1.9383E+00 -1.5292E+00  2.4851E+00 -1.6353E+00  2.8306E+00  1.9022E+00 -9.7850E-01 -1.4975E+00 -3.6912E-03  1.6422E+00  3.8786E-01 -1.7351E+00  1.6716E+00 -2.0143E+00  6.9809E-01  7.9961E-01 -1.8259E+00  1.1798E+00 -2.2262E+00 -1.7506E+00 -2.5037E+00  1.9536E+00 -1.7560E+00  6.2345E-01  1.2606E+00  5.8520E-01  9.6048E-01 -1.5288E+00  3.0547E-01  8.0556E-01 -1.5460E+00  2.4383E-01  1.2639E+00 -1.9774E+00
        8.62  2.4318E+00 -1.0355E+00  7.3593E-01  1.1444E+00 -9.5627E-01 -3.7080E-01 -1.7322E+00  4.8406E-01  2.2556E+00 -8.6734E-01  9.5800E-01  2.3210E+00  1.0832E+00 -8.8466E-02  5.3081E-01 -2.2407E+00  4.3833E-01  2.3013E+00 -2.1007E+00  9.5165E-01  2.8592E+00 -2.0261E+00 -1.9363E-01  2.2419E+00 -1.8703E+00  1.7119E+00 -2.0156E+00 -1.3715E+00 -2.1355E+00  7.4287E-01 -1.9015E+00  3.5666E-02  1.0015E+00 -5.6454E-01 -2.7021E+00  1.8707E+00 -2.5750E+00  1.2479E+00 -5.8843E-01 -1.7715E+00 -2.5010E+00  1.9332E+00 -1.5292E+00  2.4881E+00 -1.6351E+00  2.8329E+00  1.9027E+00 -9.7825E-01 -1.5044E+00 -5.6303E-03  1.6419E+00  3.8674E-01 -1.7342E+00  1.6728E+00 -2.0226E+00  6.9715E-01  8.0297E-01 -1.8281E+00  1.1819E+00 -2.2273E+00 -1.7506E+00 -2.4980E+00  1.9583E+00 -1.7549E+00  6.2332E-01  1.2596E+00  5.8465E-01  9.6269E-01 -1.5242E+00  3.0339E-01  8.0654E-01 -1.5473E+00  2.4383E-01  1.2695E+00 -1.9767E+00
        8.63  2.4303E+00 -1.0356E+00  7.3686E-01  1.1424E+00 -9.5827E-01 -3.6881E-01 -1.7344E+00  4.8369E-01  2.2531E+00 -8.6593E-01  9.5507E-01  2.3189E+00  1.0843E+00 -8.6821E-02  5.3344E-01 -2.2430E+00  4.3819E-01  2.3043E+00 -2.1030E+00  9.5039E-01  2.8640E+00 -2.0237E+00 -1.9399E-01  2.2453E+00 -1.8675E+00  1.7143E+00 -2.0162E+00 -1.3726E+00 -2.1356E+00  7.4643E-01 -1.9033E+00  3.3680E-02  1.0066E+00 -5.6467E-01 -2.7046E+00  1.8763E+00 -2.5769E+00  1.2514E+00 -5.8615E-01 -1.7651E+00 -2.5147E+00  1.9326E+00 -1.5291E+00  2.4912E+00 -1.6349E+00  2.8353E+00  1.9031E+00 -9.7800E-01 -1.5114E+00 -7.5508E-03  1.6417E+00  3.8562E-01 -1.7334E+00  1.6741E+00 -2.0309E+00  6.9619E-01  8.0636E-01 -1.8303E+00  1.1839E+00 -2.2283E+00 -1.7529E+00 -2.4926E+00  1.9602E+00 -1.7537E+00  6.2317E-01  1.2586E+00  5.8404E-01  9.6486E-01 -1.5195E+00  3.0133E-01  8.0753E-01 -1.5487E+00  2.4383E-01  1.2751E+00 -1.9761E+00
        8.64  2.4287E+00 -1.0358E+00  7.3778E-01  1.1405E+00 -9.6027E-01 -3.6682E-01 -1.7366E+00  4.8330E-01  2.2506E+00 -8.6452E-01  9.5212E-01  2.3169E+00  1.0853E+00 -8.5177E-02  5.3608E-01 -2.2453E+00  4.3805E-01  2.3072E+00 -2.1054E+00  9.4911E-01  2.8687E+00 -2.0214E+00 -1.9432E-01  2.2488E+00 -1.8647E+00  1.7167E+00 -2.0167E+00 -1.3738E+00 -2.1358E+00  7.4999E-01 -1.9052E+00  3.1712E-02  1.0117E+00 -5.6480E-01 -2.7071E+00  1.8819E+00 -2.5788E+00  1.2548E+00 -5.8386E-01 -1.7571E+00 -2.5258E+00  1.9356E+00 -1.5290E+00  2.4942E+00 -1.6348E+00  2.8377E+00  1.9035E+00 -9.7775E-01 -1.5184E+00 -9.4526E-03  1.6414E+00  3.8449E-01 -1.7325E+00  1.6754E+00 -2.0392E+00  6.9521E-01  8.0979E-01 -1.8325E+00  1.1859E+00 -2.2293E+00 -1.7562E+00 -2.4888E+00  1.9601E+00 -1.7526E+00  6.2299E-01  1.2576E+00  5.8337E-01  9.6700E-01 -1.5149E+00  2.9929E-01  8.0854E-01 -1.5501E+00  2.4384E-01  1.2807E+00 -1.9754E+00
        8.65  2.4272E+00 -1.0360E+00  7.3871E-01  1.1385E+00 -9.6226E-01 -3.6482E-01 -1.7388E+00  4.8292E-01  2.2480E+00 -8.6314E-01  9.4917E-01  2.3148E+00  1.0863E+00 -8.3536E-02  5.3871E-01 -2.2475E+00  4.3791E-01  2.3101E+00 -2.1077E+00  9.4781E-01  2.8734E+00 -2.0190E+00 -1.9462E-01  2.2522E+00 -1.8619E+00  1.7190E+00 -2.0173E+00 -1.3749E+00 -2.1360E+00  7.5356E-01 -1.9070E+00  2.9765E-02  1.0168E+00 -5.6494E-01 -2.7095E+00  1.8874E+00 -2.5807E+00  1.2582E+00 -5.8157E-01 -1.7489E+00 -2.5340E+00  1.9404E+00 -1.5290E+00  2.4972E+00 -1.6346E+00  2.8400E+00  1.9039E+00 -9.7750E-01 -1.5253E+00 -1.1335E-02  1.6412E+00  3.8336E-01 -1.7316E+00  1.6767E+00 -2.0474E+00  6.9421E-01  8.1325E-01 -1.8347E+00  1.1880E+00 -2.2304E+00 -1.7595E+00 -2.4866E+00  1.9589E+00 -1.7515E+00  6.2280E-01  1.2566E+00  5.8263E-01  9.6912E-01 -1.5102E+00  2.9726E-01  8.0955E-01 -1.5515E+00  2.4385E-01  1.2862E+00 -1.9747E+00
