        Time         x1          y1          z1          x2          y2          z2          x3          y3          z3 
       13.20  1.0807E+00  8.2094E-03  0.0000E+00 -5.2131E-01  3.4092E-01  0.0000E+00 -5.6045E-01 -3.4910E-01  0.0000E+00
       13.30  1.0758E+00  5.4935E-02  0.0000E+00 -4.1079E-01  3.0311E-01  0.0000E+00 -6.6610E-01 -3.5801E-01  0.0000E+00
       13.40  1.0635E+00  1.0166E-01  0.0000E+00 -3.0288E-01  2.4621E-01  0.0000E+00 -7.6172E-01 -3.4783E-01  0.0000E+00
       13.50  1.0432E+00  1.4823E-01  0.0000E+00 -2.0031E-01  1.7473E-01  0.0000E+00 -8.4396E-01 -3.2293E-01  0.0000E+00
       13.60  1.0138E+00  1.9427E-01  0.0000E+00 -1.0307E-01  9.3841E-02  0.0000E+00 -9.1183E-01 -2.8808E-01  0.0000E+00
       13.70  9.7402E-01  2.3893E-01  0.0000E+00 -9.1227E-03  8.2768E-03  0.0000E+00 -9.6598E-01 -2.4717E-01  0.0000E+00
       13.80  9.2226E-01  2.8065E-01  0.0000E+00  8.4525E-02 -7.7681E-02  0.0000E+00 -1.0079E+00 -2.0294E-01  0.0000E+00
       13.90  8.5702E-01  3.1692E-01  0.0000E+00  1.8096E-01 -1.5981E-01  0.0000E+00 -1.0391E+00 -1.5708E-01  0.0000E+00
       14.00  7.7742E-01  3.4405E-01  0.0000E+00  2.8248E-01 -2.3344E-01  0.0000E+00 -1.0610E+00 -1.1057E-01  0.0000E+00
       14.10  6.8407E-01  3.5737E-01  0.0000E+00  3.8954E-01 -2.9347E-01  0.0000E+00 -1.0747E+00 -6.3869E-02  0.0000E+00
       14.20  5.7987E-01  3.5229E-01  0.0000E+00  4.9994E-01 -3.3511E-01  0.0000E+00 -1.0810E+00 -1.7146E-02  0.0000E+00
       14.30  4.6995E-01  3.2601E-01  0.0000E+00  6.0889E-01 -3.5554E-01  0.0000E+00 -1.0800E+00  2.9571E-02  0.0000E+00
       14.40  3.6007E-01  2.7899E-01  0.0000E+00  7.1058E-01 -3.5525E-01  0.0000E+00 -1.0718E+00  7.6297E-02  0.0000E+00
