 Body           x           y           z          vx          vy          vz             Time
  3         1.0502E+00  7.3370E-01 -3.5721E-01 -6.4365E+00  5.6012E+00  8.1806E-01        3.91
  4        -3.5900E-01  2.3379E+00  4.5399E-01 -5.1059E+00 -1.9578E+00 -8.9688E-01        3.91
  5         2.1770E-01 -2.8836E+00  3.5066E-01  4.9377E+00 -6.3541E-01 -1.2336E+00        3.91
  1         4.7646E-08  1.0111E-06  1.0665E-08 -7.4103E-08  2.7780E-07  1.1510E-08        3.92
  2        -1.7217E-01 -5.7752E-01 -1.3371E-01  1.4045E+01 -4.6404E+00  4.5282E-01        3.92
  3         9.8296E-01  7.8861E-01 -3.4816E-01 -6.8843E+00  5.2657E+00  9.7345E-01        3.92
  4        -4.1044E-01  2.3173E+00  4.4476E-01 -5.0779E+00 -2.1275E+00 -9.2964E-01        3.92
  5         2.6753E-01 -2.8894E+00  3.3813E-01  4.9278E+00 -5.1797E-01 -1.2476E+00        3.92
  1         4.6892E-08  1.0138E-06  1.0747E-08 -7.4171E-08  2.5690E-07  4.8605E-09        3.93
  2        -2.7640E-02 -6.1169E-01 -1.2631E-01  1.4471E+01 -2.1178E+00  1.0046E+00        3.93
  3         9.1120E-01  8.3992E-01 -3.3753E-01 -7.3239E+00  4.8875E+00  1.1326E+00        3.93
  4        -4.6156E-01  2.2949E+00  4.3521E-01 -5.0455E+00 -2.2985E+00 -9.6227E-01        3.93
  5         3.1724E-01 -2.8941E+00  3.2546E-01  4.9160E+00 -4.0132E-01 -1.2610E+00        3.93
  1         4.6168E-08  1.0163E-06  1.0766E-08 -6.8353E-08  2.3706E-07 -1.1143E-09        3.94
  2         1.1809E-01 -6.2050E-01 -1.1366E-01  1.4293E+01  3.4658E-01  1.4849E+00        3.94
  3         8.3505E-01  8.8719E-01 -3.2527E-01 -7.7517E+00  4.4641E+00  1.2950E+00        3.94
  4        -5.1234E-01  2.2708E+00  4.2532E-01 -5.0087E+00 -2.4709E+00 -9.9476E-01        3.94
  5         3.6682E-01 -2.8975E+00  3.1266E-01  4.9024E+00 -2.8545E-01 -1.2738E+00        3.94
  1         4.5528E-08  1.0186E-06  1.0728E-08 -5.7675E-08  2.2005E-07 -6.1494E-09        3.95
  2         2.5938E-01 -6.0549E-01 -9.6644E-02  1.3612E+01  2.5767E+00  1.8680E+00        3.95
  3         7.5467E-01  9.2994E-01 -3.1136E-01 -8.1635E+00  3.9931E+00  1.4600E+00        3.95
  4        -5.6272E-01  2.2450E+00  4.1511E-01 -4.9674E+00 -2.6446E+00 -1.0271E+00        3.95
  5         4.1626E-01 -2.8998E+00  2.9973E-01  4.8868E+00 -1.7037E-01 -1.2859E+00        3.95
  1         4.5014E-08  1.0207E-06  1.0645E-08 -4.3614E-08  2.0694E-07 -1.0170E-08        3.96
  2         3.9183E-01 -5.6959E-01 -7.6282E-02  1.2568E+01  4.4702E+00  2.1471E+00        3.96
  3         6.7022E-01  9.6768E-01 -2.9578E-01 -8.5544E+00  3.4721E+00  1.6266E+00        3.96
  4        -6.1267E-01  2.2174E+00  4.0458E-01 -4.9213E+00 -2.8197E+00 -1.0593E+00        3.96
  5         4.6553E-01 -2.9010E+00  2.8668E-01  4.8694E+00 -5.6080E-02 -1.2975E+00        3.96
  1         4.4653E-08  1.0228E-06  1.0526E-08 -2.7647E-08  1.9804E-07 -1.3241E-08        3.97
  2         5.1251E-01 -5.1643E-01 -5.3597E-02  1.1303E+01  5.9950E+00  2.3300E+00        3.97
  3         5.8195E-01  9.9990E-01 -2.7850E-01 -8.9187E+00  2.8992E+00  1.7938E+00        3.97
  4        -6.6212E-01  2.1880E+00  3.9372E-01 -4.8702E+00 -2.9961E+00 -1.0912E+00        3.97
  5         5.1462E-01 -2.9010E+00  2.7352E-01  4.8503E+00  5.7417E-02 -1.3084E+00        3.97
  1         4.4458E-08  1.0248E-06  1.0380E-08 -1.1000E-08  1.9323E-07 -1.5496E-08        3.98
  2         6.1981E-01 -4.4968E-01 -2.9490E-02  9.9345E+00  7.1677E+00  2.4314E+00        3.98
  3         4.9017E-01  1.0261E+00 -2.5954E-01 -9.2497E+00  2.2730E+00  1.9600E+00        3.98
  4        -7.1103E-01  2.1569E+00  3.8254E-01 -4.8140E+00 -3.1738E+00 -1.1230E+00        3.98
  5         5.6350E-01 -2.8998E+00  2.6025E-01  4.8293E+00  1.7012E-01 -1.3188E+00        3.98
  1         4.4430E-08  1.0267E-06  1.0215E-08  5.4263E-09  1.9208E-07 -1.7083E-08        3.99
  2         7.1312E-01 -3.7269E-01 -4.7006E-03  8.5434E+00  8.0294E+00  2.4678E+00        3.99
  3         3.9525E-01  1.0456E+00 -2.3892E-01 -9.5401E+00  1.5929E+00  2.1235E+00        3.99
  4        -7.5934E-01  2.1239E+00  3.7103E-01 -4.7526E+00 -3.3528E+00 -1.1545E+00        3.99
  5         6.1216E-01 -2.8975E+00  2.4688E-01  4.8066E+00  2.8203E-01 -1.3286E+00        3.99
  1         4.4565E-08  1.0286E-06  1.0037E-08  2.1018E-08  1.9411E-07 -1.8132E-08        4.00
  2         7.9249E-01 -2.8837E-01  2.0193E-02  7.1829E+00  8.6293E+00  2.4543E+00        4.00
  3         2.9763E-01  1.0581E+00 -2.1667E-01 -9.7814E+00  8.5922E-01  2.2823E+00        4.00
  4        -8.0701E-01  2.0892E+00  3.5922E-01 -4.6856E+00 -3.5330E+00 -1.1857E+00        4.00
  5         6.6059E-01 -2.8941E+00  2.3342E-01  4.7822E+00  3.9314E-01 -1.3378E+00        4.00
  1         4.4851E-08  1.0306E-06  9.8502E-09  3.5373E-08  1.9883E-07 -1.8745E-08        4.01
  2         8.5842E-01 -1.9910E-01  4.4752E-02  5.8839E+00  9.0148E+00  2.4036E+00        4.01
  3         1.9786E-01  1.0628E+00 -1.9284E-01 -9.9645E+00  7.3597E-02  2.4339E+00        4.01
  4        -8.5397E-01  2.0526E+00  3.4708E-01 -4.6128E+00 -3.7144E+00 -1.2166E+00        4.01
  5         7.0876E-01 -2.8896E+00  2.1986E-01  4.7561E+00  5.0345E-01 -1.3465E+00        4.01
  1         4.5274E-08  1.0327E-06  9.6594E-09  4.8237E-08  2.0577E-07 -1.8993E-08        4.02
  2         9.1161E-01 -1.0685E-01  6.8654E-02  4.6620E+00  9.2275E+00  2.3256E+00        4.02
  3         9.6574E-02  1.0594E+00 -1.6753E-01 -1.0080E+01 -7.6054E-01  2.5755E+00        4.02
  4        -9.0017E-01  2.0141E+00  3.3464E-01 -4.5340E+00 -3.8969E+00 -1.2472E+00        4.02
  5         7.5666E-01 -2.8839E+00  2.0622E-01  4.7283E+00  6.1296E-01 -1.3545E+00        4.02
  1         4.5819E-08  1.0348E-06  9.4676E-09  5.9444E-08  2.1455E-07 -1.8922E-08        4.03
  2         9.5287E-01 -1.3172E-02  9.1664E-02  3.5231E+00  9.3020E+00  2.2279E+00        4.03
  3        -5.4924E-03  1.0473E+00 -1.4086E-01 -1.0117E+01 -1.6377E+00  2.7038E+00        4.03
  4        -9.4554E-01  1.9738E+00  3.2189E-01 -4.4490E+00 -4.0806E+00 -1.2775E+00        4.03
  5         8.0427E-01 -2.8772E+00  1.9250E-01  4.6989E+00  7.2167E-01 -1.3621E+00        4.03
  1         4.6469E-08  1.0370E-06  9.2781E-09  6.8892E-08  2.2480E-07 -1.8553E-08        4.04
  2         9.8306E-01  8.0680E-02  1.1361E-01  2.4678E+00  9.2661E+00  2.1162E+00        4.04
  3        -1.0750E-01  1.0262E+00 -1.1297E-01 -1.0067E+01 -2.5502E+00  2.8154E+00        4.04
  4        -9.9002E-01  1.9317E+00  3.0884E-01 -4.3575E+00 -4.2652E+00 -1.3073E+00        4.04
  5         8.5157E-01 -2.8694E+00  1.7871E-01  4.6678E+00  8.2958E-01 -1.3690E+00        4.04
  1         4.7205E-08  1.0393E-06  9.0938E-09  7.6515E-08  2.3620E-07 -1.7892E-08        4.05
  2         1.0030E+00  1.7371E-01  1.3438E-01  1.4930E+00  9.1420E+00  1.9947E+00        4.05
  3        -2.0853E-01  9.9571E-01 -8.4059E-02 -9.9204E+00 -3.4875E+00  2.9066E+00        4.05
  4        -1.0335E+00  1.8877E+00  2.9549E-01 -4.2592E+00 -4.4508E+00 -1.3366E+00        4.05
  5         8.9855E-01 -2.8605E+00  1.6485E-01  4.6350E+00  9.3668E-01 -1.3755E+00        4.05
  1         4.8008E-08  1.0418E-06  8.9177E-09  8.2276E-08  2.4844E-07 -1.6933E-08        4.06
  2         1.0135E+00  2.6511E-01  1.5388E-01  5.9438E-01  8.9470E+00  1.8663E+00        4.06
  3        -3.0754E-01  9.5570E-01 -5.4341E-02 -9.6690E+00 -4.4364E+00  2.9738E+00        4.06
  4        -1.0760E+00  1.8418E+00  2.8184E-01 -4.1537E+00 -4.6372E+00 -1.3655E+00        4.06
  5         9.4519E-01 -2.8505E+00  1.5093E-01  4.6007E+00  1.0430E+00 -1.3813E+00        4.06
  1         4.8860E-08  1.0444E-06  8.7528E-09  8.6172E-08  2.6122E-07 -1.5665E-08        4.07
  2         1.0152E+00  3.5424E-01  1.7206E-01 -2.3339E-01  8.6948E+00  1.7334E+00        4.07
  3        -4.0347E-01  9.0611E-01 -2.4080E-02 -9.3078E+00 -5.3812E+00  3.0135E+00        4.07
  4        -1.1174E+00  1.7940E+00  2.6791E-01 -4.0409E+00 -4.8242E+00 -1.3938E+00        4.07
  5         9.9148E-01 -2.8394E+00  1.3695E-01  4.5648E+00  1.1485E+00 -1.3867E+00        4.07
  1         4.9743E-08  1.0471E-06  8.6024E-09  8.8228E-08  2.7427E-07 -1.4074E-08        4.08
  2         1.0090E+00  4.4059E-01  1.8889E-01 -9.9555E-01  8.3960E+00  1.5976E+00        4.08
  3        -4.9518E-01  8.4707E-01  6.4301E-03 -8.8343E+00 -6.3042E+00  3.0227E+00        4.08
  4        -1.1576E+00  1.7443E+00  2.5369E-01 -3.9202E+00 -5.0119E+00 -1.4214E+00        4.08
  5         1.0374E+00 -2.8273E+00  1.2292E-01  4.5273E+00  1.2532E+00 -1.3915E+00        4.08
  1         5.0637E-08  1.0499E-06  8.4696E-09  8.8504E-08  2.8730E-07 -1.2151E-08        4.09
  2         9.9533E-01  5.2371E-01  2.0433E-01 -1.6972E+00  8.0588E+00  1.4600E+00        4.09
  3        -5.8155E-01  7.7890E-01  3.6869E-02 -8.2501E+00 -7.1860E+00  2.9992E+00        4.09
  4        -1.1966E+00  1.6928E+00  2.3919E-01 -3.7914E+00 -5.1999E+00 -1.4484E+00        4.09
  5         1.0829E+00 -2.8141E+00  1.0884E-01  4.4883E+00  1.3571E+00 -1.3957E+00        4.09
  1         5.1525E-08  1.0529E-06  8.3581E-09  8.7101E-08  3.0005E-07 -9.8906E-09        4.10
  2         9.7488E-01  6.0327E-01  2.1838E-01 -2.3431E+00  7.6896E+00  1.3215E+00        4.10
  3        -6.6148E-01  7.0212E-01  6.6899E-02 -7.5607E+00 -8.0071E+00  2.9416E+00        4.10
  4        -1.2342E+00  1.6393E+00  2.2443E-01 -3.6541E+00 -5.3881E+00 -1.4746E+00        4.10
  5         1.1281E+00 -2.7998E+00  9.4727E-02  4.4477E+00  1.4601E+00 -1.3995E+00        4.10
  1         5.2391E-08  1.0560E-06  8.2710E-09  8.4159E-08  3.1229E-07 -7.2998E-09        4.11
  2         9.4817E-01  6.7895E-01  2.3102E-01 -2.9374E+00  7.2936E+00  1.1827E+00        4.11
  3        -7.3396E-01  6.1743E-01  9.6174E-02 -6.7762E+00 -8.7487E+00  2.8499E+00        4.11
  4        -1.2704E+00  1.5839E+00  2.0941E-01 -3.5078E+00 -5.5763E+00 -1.4999E+00        4.11
  5         1.1728E+00 -2.7846E+00  8.0576E-02  4.4056E+00  1.5624E+00 -1.4027E+00        4.11
  1         5.3220E-08  1.0592E-06  8.2117E-09  7.9850E-08  3.2380E-07 -4.3955E-09        4.12
  2         9.1571E-01  7.5052E-01  2.4227E-01 -3.4841E+00  6.8746E+00  1.0439E+00        4.12
  3        -7.9809E-01  5.2571E-01  1.2436E-01 -5.9107E+00 -9.3946E+00  2.7253E+00        4.12
  4        -1.3050E+00  1.5267E+00  1.9414E-01 -3.3522E+00 -5.7642E+00 -1.5243E+00        4.12
  5         1.2170E+00 -2.7683E+00  6.6395E-02  4.3619E+00  1.6638E+00 -1.4054E+00        4.12
  1         5.4000E-08  1.0625E-06  8.1831E-09  7.4379E-08  3.3443E-07 -1.2063E-09        4.13
  2         8.7794E-01  8.1775E-01  2.5211E-01 -3.9865E+00  6.4355E+00  9.0549E-01        4.13
  3        -8.5314E-01  4.2802E-01  1.5112E-01 -4.9814E+00 -9.9314E+00  2.5703E+00        4.13
  4        -1.3380E+00  1.4675E+00  1.7862E-01 -3.1868E+00 -5.9516E+00 -1.5476E+00        4.13
  5         1.2609E+00 -2.7510E+00  5.2189E-02  4.3167E+00  1.7644E+00 -1.4075E+00        4.13
  1         5.4720E-08  1.0659E-06  8.1881E-09  6.7963E-08  3.4405E-07  2.2294E-09        4.14
  2         8.3532E-01  8.8046E-01  2.6056E-01 -4.4474E+00  5.9788E+00  7.6760E-01        4.14
  3        -8.9856E-01  3.2550E-01  1.7619E-01 -4.0078E+00 -1.0350E+01  2.3884E+00        4.14
  4        -1.3693E+00  1.4064E+00  1.6288E-01 -3.0111E+00 -6.1381E+00 -1.5698E+00        4.14
  5         1.3042E+00 -2.7327E+00  3.7964E-02  4.2701E+00  1.8643E+00 -1.4092E+00        4.14
  1         5.5370E-08  1.0694E-06  8.2288E-09  6.0826E-08  3.5261E-07  5.8650E-09        4.15
  2         7.8824E-01  9.3847E-01  2.6762E-01 -4.8694E+00  5.5062E+00  6.3034E-01        4.15
  3        -9.3401E-01  2.1936E-01  1.9929E-01 -3.0105E+00 -1.0647E+01  2.1841E+00        4.15
  4        -1.3988E+00  1.3435E+00  1.4692E-01 -2.8246E+00 -6.3232E+00 -1.5906E+00        4.15
  5         1.3471E+00 -2.7133E+00  2.3725E-02  4.2219E+00  1.9632E+00 -1.4103E+00        4.15
  1         5.5947E-08  1.0730E-06  8.3071E-09  5.3185E-08  3.6009E-07  9.6493E-09        4.16
  2         7.3708E-01  9.9164E-01  2.7329E-01 -5.2546E+00  5.0189E+00  4.9377E-01        4.16
  3        -9.5936E-01  1.1083E-01  2.2024E-01 -2.0091E+00 -1.0822E+01  1.9622E+00        4.16
  4        -1.4264E+00  1.2787E+00  1.3075E-01 -2.6269E+00 -6.5067E+00 -1.6100E+00        4.16
  5         1.3895E+00 -2.6930E+00  9.4781E-03  4.1722E+00  2.0614E+00 -1.4109E+00        4.16
  1         5.6444E-08  1.0767E-06  8.4241E-09  4.5234E-08  3.6651E-07  1.3530E-08        4.17
  2         6.8221E-01  1.0398E+00  2.7759E-01 -5.6047E+00  4.5179E+00  3.5790E-01        4.17
  3        -9.7465E-01  1.1441E-03  2.3889E-01 -1.0222E+00 -1.0880E+01  1.7280E+00        4.17
  4        -1.4519E+00  1.2121E+00  1.1440E-01 -2.4174E+00 -6.6879E+00 -1.6279E+00        4.17
  5         1.4314E+00 -2.6717E+00 -4.7728E-03  4.1210E+00  2.1587E+00 -1.4110E+00        4.17
  1         5.6860E-08  1.0804E-06  8.5805E-09  3.7140E-08  3.7195E-07  1.7455E-08        4.18
  2         6.2398E-01  1.0829E+00  2.8053E-01 -5.9211E+00  4.0039E+00  2.2273E-01        4.18
  3        -9.8011E-01 -1.0857E-01  2.5513E-01 -6.5703E-02 -1.0827E+01  1.4863E+00        4.18
  4        -1.4752E+00  1.1436E+00  9.7877E-02 -2.1956E+00 -6.8664E+00 -1.6440E+00        4.18
  5         1.4728E+00 -2.6494E+00 -1.9022E-02  4.0683E+00  2.2552E+00 -1.4105E+00        4.18
  1         5.7194E-08  1.0842E-06  8.7767E-09  2.9041E-08  3.7649E-07  2.1377E-08        4.19
  2         5.6272E-01  1.1206E+00  2.8210E-01 -6.2048E+00  3.4771E+00  8.8232E-02        4.19
  3        -9.7612E-01 -2.1724E-01  2.6890E-01  8.4742E-01 -1.0676E+01  1.2418E+00        4.19
  4        -1.4962E+00  1.0734E+00  8.1200E-02 -1.9609E+00 -7.0415E+00 -1.6581E+00        4.19
  5         1.5136E+00 -2.6261E+00 -3.3264E-02  4.0142E+00  2.3509E+00 -1.4096E+00        4.19
  1         5.7447E-08  1.0880E-06  9.0122E-09  2.1035E-08  3.8025E-07  2.5255E-08        4.20
  2         4.9875E-01  1.1531E+00  2.8231E-01 -6.4566E+00  2.9378E+00 -4.5634E-02        4.20
  3        -9.6317E-01 -3.2392E-01  2.8021E-01  1.7072E+00 -1.0436E+01  9.9839E-01        4.20
  4        -1.5147E+00  1.0014E+00  6.4391E-02 -1.7128E+00 -7.2124E+00 -1.6701E+00        4.20
  5         1.5538E+00 -2.6019E+00 -4.7494E-02  3.9586E+00  2.4457E+00 -1.4081E+00        4.20
  1         5.7619E-08  1.0919E-06  9.2865E-09  1.3193E-08  3.8334E-07  2.9052E-08        4.21
  2         4.3240E-01  1.1799E+00  2.8118E-01 -6.6768E+00  2.3861E+00 -1.7890E-01        4.21
  3        -9.4184E-01 -4.2780E-01  2.8909E-01  2.5067E+00 -1.0121E+01  7.5953E-01        4.21
  4        -1.5307E+00  9.2771E-01  4.7472E-02 -1.4506E+00 -7.3784E+00 -1.6797E+00        4.21
  5         1.5935E+00 -2.5767E+00 -6.1707E-02  3.9015E+00  2.5396E+00 -1.4062E+00        4.21
  1         5.7714E-08  1.0958E-06  9.5987E-09  5.5500E-09  3.8587E-07  3.2741E-08        4.22
  2         3.6398E-01  1.2012E+00  2.7870E-01 -6.8656E+00  1.8216E+00 -3.1162E-01        4.22
  3        -9.1275E-01 -5.2816E-01  2.9558E-01  3.2416E+00 -9.7429E+00  5.2791E-01        4.22
  4        -1.5440E+00  8.5237E-01  3.0470E-02 -1.1739E+00 -7.5386E+00 -1.6867E+00        4.22
  5         1.6326E+00 -2.5506E+00 -7.5897E-02  3.8429E+00  2.6327E+00 -1.4037E+00        4.22
  1         5.7732E-08  1.0997E-06  9.9474E-09 -1.8803E-09  3.8795E-07  3.6297E-08        4.23
  2         2.9382E-01  1.2167E+00  2.7488E-01 -7.0226E+00  1.2443E+00 -4.4380E-01        4.23
  3        -8.7658E-01 -6.2443E-01  2.9978E-01  3.9099E+00 -9.3129E+00  3.0559E-01        4.23
  4        -1.5544E+00  7.7545E-01  1.3411E-02 -8.8214E-01 -7.6918E+00 -1.6908E+00        4.23
  5         1.6711E+00 -2.5236E+00 -9.0059E-02  3.7828E+00  2.7249E+00 -1.4006E+00        4.23
  1         5.7677E-08  1.1036E-06  1.0331E-08 -9.1081E-09  3.8969E-07  3.9703E-08        4.24
  2         2.2224E-01  1.2263E+00  2.6974E-01 -7.1473E+00  6.5368E-01 -5.7546E-01        4.24
  3        -8.3400E-01 -7.1614E-01  3.0179E-01  4.5116E+00 -8.8418E+00  9.4064E-02        4.24
  4        -1.5617E+00  6.9702E-01 -3.6744E-03 -5.7477E-01 -7.8370E+00 -1.6918E+00        4.24
  5         1.7090E+00 -2.4956E+00 -1.0419E-01  3.7213E+00  2.8163E+00 -1.3971E+00        4.24
  1         5.7549E-08  1.1076E-06  1.0749E-08 -1.6160E-08  3.9116E-07  4.2945E-08        4.25
  2         1.4956E-01  1.2299E+00  2.6326E-01 -7.2387E+00  4.9359E-02 -7.0659E-01        4.25
  3        -7.8567E-01 -8.0293E-01  3.0172E-01  5.0478E+00 -8.3393E+00 -1.0568E-01        4.25
  4        -1.5659E+00  6.1718E-01 -2.0752E-02 -2.5134E-01 -7.9728E+00 -1.6892E+00        4.25
  5         1.7463E+00 -2.4667E+00 -1.1828E-01  3.6583E+00  2.9068E+00 -1.3930E+00        4.25
  1         5.7351E-08  1.1115E-06  1.1198E-08 -2.3078E-08  3.9244E-07  4.6016E-08        4.26
  2         7.6131E-02  1.2272E+00  2.5546E-01 -7.2955E+00 -5.6916E-01 -8.3716E-01        4.26
  3        -7.3225E-01 -8.8452E-01  2.9970E-01  5.5209E+00 -7.8138E+00 -2.9307E-01        4.26
  4        -1.5668E+00  5.3601E-01 -3.7784E-02  8.8556E-02 -8.0979E+00 -1.6829E+00        4.26
  5         1.7829E+00 -2.4369E+00 -1.3233E-01  3.5938E+00  2.9964E+00 -1.3885E+00        4.26
  1         5.7083E-08  1.1155E-06  1.1678E-08 -2.9913E-08  3.9360E-07  4.8906E-08        4.27
  2         2.3127E-03  1.2183E+00  2.4635E-01 -7.3157E+00 -1.2024E+00 -9.6709E-01        4.27
  3        -6.7435E-01 -9.6072E-01  2.9584E-01  5.9339E+00 -7.2725E+00 -4.6785E-01        4.27
  4        -1.5641E+00  4.5364E-01 -5.4731E-02  4.4522E-01 -8.2105E+00 -1.6723E+00        4.27
  5         1.8189E+00 -2.4061E+00 -1.4632E-01  3.5279E+00  3.0851E+00 -1.3834E+00        4.27
  1         5.6746E-08  1.1195E-06  1.2186E-08 -3.6723E-08  3.9469E-07  5.1612E-08        4.28
  2        -7.1515E-02  1.2029E+00  2.3593E-01 -7.2970E+00 -1.8508E+00 -1.0962E+00        4.28
  3        -6.1257E-01 -1.0314E+00  2.9029E-01  6.2901E+00 -6.7215E+00 -6.3004E-01        4.28
  4        -1.5577E+00  3.7020E-01 -7.1549E-02  8.1887E-01 -8.3091E+00 -1.6572E+00        4.28
  5         1.8542E+00 -2.3745E+00 -1.6027E-01  3.4604E+00  3.1729E+00 -1.3777E+00        4.28
  1         5.6341E-08  1.1235E-06  1.2720E-08 -4.3577E-08  3.9573E-07  5.4129E-08        4.29
  2        -1.4495E-01  1.1809E+00  2.2421E-01 -7.2366E+00 -2.5150E+00 -1.2244E+00        4.29
  3        -5.4747E-01 -1.0965E+00  2.8316E-01  6.5933E+00 -6.1659E+00 -7.7984E-01        4.29
  4        -1.5475E+00  2.8585E-01 -8.8189E-02  1.2095E+00 -8.3915E+00 -1.6371E+00        4.29
  5         1.8888E+00 -2.3421E+00 -1.7415E-01  3.3915E+00  3.2597E+00 -1.3716E+00        4.29
  1         5.5866E-08  1.1275E-06  1.3278E-08 -5.0545E-08  3.9675E-07  5.6454E-08        4.30
  2        -2.1754E-01  1.1520E+00  2.1120E-01 -7.1307E+00 -3.1952E+00 -1.3514E+00        4.30
  3        -4.7955E-01 -1.1559E+00  2.7458E-01  6.8470E+00 -5.6098E+00 -9.1758E-01        4.30
  4        -1.5332E+00  2.0076E-01 -1.0460E-01  1.6172E+00 -8.4558E+00 -1.6115E+00        4.30
  5         1.9227E+00 -2.3087E+00 -1.8797E-01  3.3210E+00  3.3457E+00 -1.3649E+00        4.30
  1         5.5319E-08  1.1315E-06  1.3859E-08 -5.7704E-08  3.9777E-07  5.8581E-08        4.31
  2        -2.8882E-01  1.1163E+00  1.9692E-01 -6.9750E+00 -3.8915E+00 -1.4766E+00        4.31
  3        -4.0931E-01 -1.2098E+00  2.6466E-01  7.0550E+00 -5.0567E+00 -1.0437E+00        4.31
  4        -1.5148E+00  1.1511E-01 -1.2072E-01  2.0413E+00 -8.4997E+00 -1.5802E+00        4.31
  5         1.9559E+00 -2.2745E+00 -2.0172E-01  3.2491E+00  3.4307E+00 -1.3577E+00        4.31
  1         5.4699E-08  1.1355E-06  1.4461E-08 -6.5137E-08  3.9879E-07  6.0507E-08        4.32
  2        -3.5825E-01  1.0734E+00  1.8138E-01 -6.7642E+00 -4.6039E+00 -1.5997E+00        4.32
  3        -3.3718E-01 -1.2581E+00  2.5353E-01  7.2208E+00 -4.5093E+00 -1.1587E+00        4.32
  4        -1.4919E+00  2.9140E-02 -1.3650E-01  2.4815E+00 -8.5207E+00 -1.5425E+00        4.32
  5         1.9883E+00 -2.2394E+00 -2.1539E-01  3.1756E+00  3.5147E+00 -1.3499E+00        4.32
  1         5.4002E-08  1.1395E-06  1.5081E-08 -7.2931E-08  3.9980E-07  6.2225E-08        4.33
  2        -4.2525E-01  1.0232E+00  1.6462E-01 -6.4919E+00 -5.3317E+00 -1.7197E+00        4.33
  3        -2.6358E-01 -1.3009E+00  2.4129E-01  7.3476E+00 -3.9697E+00 -1.2631E+00        4.33
  4        -1.4646E+00 -5.6919E-02 -1.5186E-01  2.9367E+00 -8.5163E+00 -1.4981E+00        4.33
  5         2.0200E+00 -2.2035E+00 -2.2899E-01  3.1007E+00  3.5978E+00 -1.3416E+00        4.33
  1         5.3225E-08  1.1436E-06  1.5717E-08 -8.1181E-08  4.0077E-07  6.3724E-08        4.34
  2        -4.8916E-01  9.6564E-01  1.4666E-01 -6.1504E+00 -6.0736E+00 -1.8358E+00        4.34
  3        -1.8888E-01 -1.3383E+00  2.2805E-01  7.4386E+00 -3.4396E+00 -1.3574E+00        4.34
  4        -1.4326E+00 -1.4279E-01 -1.6673E-01  3.4057E+00 -8.4838E+00 -1.4465E+00        4.34
  5         2.0510E+00 -2.1667E+00 -2.4249E-01  3.0242E+00  3.6799E+00 -1.3327E+00        4.34
  1         5.2361E-08  1.1476E-06  1.6367E-08 -8.9990E-08  4.0167E-07  6.4992E-08        4.35
  2        -5.4923E-01  9.0050E-01  1.2755E-01 -5.7305E+00 -6.8272E+00 -1.9465E+00        4.35
  3        -1.1343E-01 -1.3704E+00  2.1391E-01  7.4967E+00 -2.9203E+00 -1.4421E+00        4.35
  4        -1.3958E+00 -2.2819E-01 -1.8105E-01  3.8867E+00 -8.4206E+00 -1.3873E+00        4.35
  5         2.0811E+00 -2.1292E+00 -2.5591E-01  2.9462E+00  3.7610E+00 -1.3233E+00        4.35
  1         5.1404E-08  1.1517E-06  1.7029E-08 -9.9473E-08  4.0244E-07  6.6013E-08        4.36
  2        -6.0461E-01  8.2770E-01  1.0736E-01 -5.2214E+00 -7.5887E+00 -2.0499E+00        4.36
  3        -3.7551E-02 -1.3974E+00  1.9895E-01  7.5245E+00 -2.4128E+00 -1.5179E+00        4.36
  4        -1.3540E+00 -3.1278E-01 -1.9473E-01  4.3775E+00 -8.3239E+00 -1.3202E+00        4.36
  5         2.1105E+00 -2.0908E+00 -2.6922E-01  2.8667E+00  3.8411E+00 -1.3133E+00        4.36
  1         5.0349E-08  1.1558E-06  1.7700E-08 -1.0975E-07  4.0301E-07  6.6764E-08        4.37
  2        -6.5435E-01  7.4720E-01  8.6175E-02 -4.6103E+00 -8.3521E+00 -2.1437E+00        4.37
  3         3.8468E-02 -1.4192E+00  1.8327E-01  7.5244E+00 -1.9177E+00 -1.5851E+00        4.37
  4        -1.3073E+00 -3.9621E-01 -2.0769E-01  4.8755E+00 -8.1911E+00 -1.2449E+00        4.37
  5         2.1390E+00 -2.0516E+00 -2.8243E-01  2.7856E+00  3.9201E+00 -1.3028E+00        4.37
  1         4.9184E-08  1.1598E-06  1.8377E-08 -1.2097E-07  4.0326E-07  6.7214E-08        4.38
  2        -6.9735E-01  6.5901E-01  6.4103E-02 -3.8821E+00 -9.1083E+00 -2.2243E+00        4.38
  3         1.1436E-01 -1.4361E+00  1.6696E-01  7.4987E+00 -1.4356E+00 -1.6442E+00        4.38
  4        -1.2555E+00 -4.7811E-01 -2.1985E-01  5.3774E+00 -8.0198E+00 -1.1611E+00        4.38
  5         2.1667E+00 -2.0116E+00 -2.9554E-01  2.7030E+00  3.9981E+00 -1.2917E+00        4.38
  1         4.7901E-08  1.1639E-06  1.9057E-08 -1.3327E-07  4.0303E-07  6.7322E-08        4.39
  2        -7.3232E-01  5.6328E-01  4.1301E-02 -3.0201E+00 -9.8438E+00 -2.2876E+00        4.39
  3         1.8986E-01 -1.4483E+00  1.5009E-01  7.4493E+00 -9.6686E-01 -1.6958E+00        4.39
  4        -1.1987E+00 -5.5807E-01 -2.3112E-01  5.8794E+00 -7.8077E+00 -1.0688E+00        4.39
